toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_A,dthe_B,dthe_C,dthe_E,dthe_D,dpe_A,dpe_B,dpe_C,dpe_E,dpe_D,dpp_A,dpp_B,dpp_C,dpp_E,dpp_D,dthp
1755,True,Optimization terminated successfully.,10523,13897,3445.0853,0,1,0.3187,-1.3751,-0.5234,-1.0936,-0.7403,-1.0485,0.9211,0.3848,0.2758,1.3953,0.4630,-0.5361,1.0964,0.9697,1.1101,0.3811
1756,True,Optimization terminated successfully.,12518,16452,1394.1938,0,1,-0.1463,-0.9309,-1.0495,-1.8968,-0.8449,-0.2870,0.8226,0.8872,2.4932,0.1896,-2.1132,-0.4942,2.0178,-0.9282,1.4817,1.4120
1757,True,Optimization terminated successfully.,19098,24853,768.8006,0,1,0.0901,-0.5884,-1.3021,-0.8407,-0.3497,-0.6462,0.2670,1.9984,1.1958,0.1434,-0.8526,0.6010,0.0586,1.4280,2.7290,1.0199
1758,True,Optimization terminated successfully.,8649,11461,6529.9828,0,1,0.3473,-0.9040,-1.1547,-1.1996,-0.6142,-1.1009,0.3211,-0.2994,0.2363,-0.1871,0.6356,0.4439,1.4569,1.4859,0.2488,0.2289
1759,True,Optimization terminated successfully.,6659,8916,3874.1252,0,1,-0.0183,-1.1887,-1.3286,-0.8104,-1.5263,-0.4963,1.0502,0.2635,-0.0760,-0.1348,-1.3846,-0.9880,0.9104,2.5391,1.1857,1.1303
1760,True,Optimization terminated successfully.,9458,12496,6460.0201,0,1,-0.1846,-1.1354,-1.0376,-0.6058,-0.0854,-0.2984,0.6707,0.4373,0.3403,0.0338,-2.1247,-0.0069,0.6662,1.1733,-0.0128,1.1302
1761,True,Optimization terminated successfully.,21263,27804,737.4932,0,1,-0.2394,-1.2620,-1.2498,-0.1900,0.0955,-0.1356,1.4154,2.0499,0.1937,-1.0922,-2.6016,-1.3257,-0.1400,2.8322,4.6680,1.6362
1762,True,Optimization terminated successfully.,8252,10991,1316.4660,0,1,0.0949,0.2102,-1.7555,-1.4641,-1.8968,-0.6819,-1.1660,2.8874,1.7338,2.5777,-0.7666,2.8898,-1.4937,0.2644,-1.3837,0.8908
1763,True,Optimization terminated successfully.,12951,17024,891.2782,0,1,-0.2097,-0.5849,-0.8884,-0.4165,-0.7245,-0.2129,0.1413,0.7289,0.0801,-0.0878,-2.3888,0.6033,1.3468,2.6697,3.0153,1.3807
1764,True,Optimization terminated successfully.,19806,25826,2558.4701,1,0,-0.1124,-0.7943,-2.7086,-0.8529,-0.3585,-0.2973,0.6623,5.0137,1.2654,0.0699,-2.0209,-0.0517,-4.3375,1.7321,0.8413,1.5418
1765,True,Optimization terminated successfully.,22456,29381,542.6372,0,1,-0.3135,-1.0412,-1.0014,-0.8406,-1.4722,0.0002,1.1601,2.0809,1.4599,2.4112,-3.0474,-0.8189,-0.2316,0.9767,-0.1500,1.8838
1766,True,Optimization terminated successfully.,27195,35541,458.5536,0,1,-0.0654,-0.5839,-0.7269,-0.2119,-0.2402,-0.4205,0.1805,1.2050,0.0169,-0.0959,-1.6375,0.6784,1.2660,3.1212,3.2217,1.2339
1767,True,Optimization terminated successfully.,13007,17187,2160.7713,0,1,0.1235,-0.9971,-0.2281,-1.1993,-1.4306,-0.7413,0.5117,-0.9482,0.2084,0.8729,-0.5562,-0.1028,3.8007,2.1840,0.2827,0.7874
1768,True,Optimization terminated successfully.,10640,14100,3238.5401,0,1,-0.1815,-1.0243,-1.5374,-0.1564,-1.8784,-0.3433,0.3850,0.5793,-0.8429,1.8907,-2.0032,-0.0920,1.2426,3.3657,-1.1829,0.9077
1769,True,Optimization terminated successfully.,18350,23985,552.6129,0,1,0.0252,-0.4926,-0.6985,0.1293,0.2942,-0.5660,-0.0040,1.1906,-0.4415,-1.0899,-1.1576,0.9029,1.2997,3.8177,4.8000,1.0533
1770,True,Optimization terminated successfully.,8986,11969,7346.8620,0,1,0.2646,-1.3454,-0.6181,-1.3776,-0.7499,-0.9470,0.9598,-0.8213,1.4372,0.4923,0.1454,-0.5873,1.1947,-0.8795,0.5819,0.6063
1771,True,Optimization terminated successfully.,9743,12864,6757.5513,0,1,0.3694,-0.7772,-1.1729,-0.7858,-0.9319,-1.1162,-0.0090,-0.1222,-0.1368,0.7291,0.7110,0.7911,0.7147,2.2451,-1.0972,0.3476
1772,True,Optimization terminated successfully.,21730,28509,603.3981,0,1,-0.2192,-0.8118,-0.1098,-0.1197,-1.8562,-0.1699,0.6895,0.3549,0.0174,3.0056,-2.4997,-0.1487,2.4740,3.1760,-1.4735,1.5869
1773,True,Optimization terminated successfully.,13753,17941,1033.0603,0,1,-0.0212,-0.8823,-0.7543,-0.2875,-1.3288,-0.4910,0.6544,0.5420,-0.5025,1.0872,-1.4196,-0.2261,2.0852,3.9512,0.3313,1.1660
1774,True,Optimization terminated successfully.,16554,21721,844.4187,0,1,-0.1993,-0.2611,-0.9003,-0.7632,-1.8919,-0.2172,-0.2312,1.4736,1.0696,3.2173,-2.3459,1.2969,0.7719,1.4859,-1.7674,1.4415
1775,True,Optimization terminated successfully.,21202,27650,1437.7481,0,1,0.2478,-1.0354,-0.4264,-0.9237,-1.8197,-0.9183,0.6834,-0.1631,0.7501,1.8492,0.0483,-0.2376,2.9244,1.7825,-0.3927,0.6274
1776,True,Optimization terminated successfully.,9401,12471,5449.4758,0,1,0.1085,-1.1217,-0.8656,-1.4284,-0.5427,-0.7256,0.6038,0.5574,0.6443,-1.0144,-0.6259,0.0638,-0.5220,0.8853,2.8684,0.7935
1777,True,Optimization terminated successfully.,8927,11810,4368.3309,0,1,0.3388,-0.8836,-0.8774,-0.8015,-1.8834,-1.0515,0.3386,-0.3044,-0.7050,0.9652,0.4964,0.1706,1.8541,3.2845,-0.8942,0.4827
1778,True,Optimization terminated successfully.,19101,24981,507.0769,0,1,-0.2605,-0.4937,-0.9431,-1.1476,-1.2541,-0.1045,0.2572,1.9077,2.0498,1.7121,-2.7004,0.6462,0.1510,0.1748,0.5201,1.6731
1779,True,Optimization terminated successfully.,14451,18888,631.0792,0,1,-0.0602,-0.2532,-0.5036,-1.2716,-1.6199,-0.4299,-0.2704,0.5251,1.7533,2.2771,-1.6270,1.3464,2.1778,0.3538,-0.4511,1.2352
1780,True,Optimization terminated successfully.,17280,22614,567.1192,0,1,-0.1020,-0.3811,-0.2760,-1.1389,-1.6978,-0.3641,-0.0422,0.5308,2.0102,2.5373,-1.8285,1.0118,2.2116,0.3200,-0.7564,1.3185
1781,True,Optimization terminated successfully.,16119,21191,580.0628,0,1,-0.2341,-0.7043,-1.6769,-0.6723,-1.2399,-0.1446,0.5457,3.0845,0.9907,2.1020,-2.5931,0.1576,-1.6125,1.6598,0.0335,1.6483
1782,True,Optimization terminated successfully.,13796,18079,1730.0184,1,0,0.2246,-1.0810,0.5542,-1.0834,-0.2489,-0.8725,0.7331,-1.9069,1.1319,-1.0971,-0.1202,-0.5569,5.9711,1.2825,3.5412,0.6815
1783,True,Optimization terminated successfully.,43896,57001,797.9714,0,1,-0.2456,-0.7201,-2.3930,-0.0671,0.0332,-0.1372,0.4340,3.7362,0.1880,-0.2692,-2.6039,0.2012,-2.5592,3.3696,3.3299,1.5933
1784,True,Optimization terminated successfully.,20298,26470,755.7885,0,1,-0.0377,-0.2204,-0.9486,-1.7657,-0.2270,-0.4684,-0.4026,1.3977,2.7249,-0.3637,-1.4845,1.6145,0.8305,-1.1161,3.5896,1.1228
1785,True,Optimization terminated successfully.,27134,35313,571.7311,0,1,-0.1039,-0.5234,-0.2436,0.0780,-1.5622,-0.3530,0.2117,0.4752,-0.2797,2.3505,-1.8873,0.6358,2.1957,3.6716,-0.4470,1.3345
1786,True,Optimization terminated successfully.,10061,13322,1676.9320,0,1,-0.0755,-0.8397,-0.7171,-0.8249,-2.2745,-0.4280,0.3677,0.3556,0.8756,1.8462,-1.6502,0.0468,2.6613,1.4375,-1.2187,1.1529
1787,True,Optimization terminated successfully.,8917,11771,4187.3174,0,1,-0.2536,-0.6608,-0.7751,-1.4522,-1.7373,-0.1734,0.0405,0.3722,0.5218,0.2304,-2.5222,0.5054,0.8702,1.4772,0.3831,1.3470
1788,True,Optimization terminated successfully.,12101,15939,1550.6559,0,1,0.0310,-0.6605,-0.5859,-0.7897,-0.6211,-0.6055,0.1115,0.0973,0.6973,-1.5034,-1.0550,0.5334,2.4848,0.9880,4.8443,0.8506
1789,True,Optimization terminated successfully.,10411,13769,1601.2539,0,1,0.4044,-1.0809,0.0264,-0.9379,-0.5360,-1.1224,0.6982,-0.6699,0.9119,0.1868,0.7739,-0.3544,3.9114,1.7056,2.2588,0.4543
1790,True,Optimization terminated successfully.,12338,16286,4302.9890,0,1,-0.0303,-0.8175,-0.0011,-1.0654,-0.7758,-0.4044,0.6548,1.3161,0.7521,0.5262,-1.6214,0.0547,-0.8239,1.9359,0.6511,1.6231
1791,True,Optimization terminated successfully.,9360,12402,4404.0856,0,1,-0.0581,-0.8846,-0.5000,-0.8512,-1.5291,-0.4312,0.5117,0.0509,-0.7607,0.4269,-1.6051,-0.0309,0.6710,3.4514,0.5451,1.2719
1792,True,Optimization terminated successfully.,7406,9916,3500.6516,0,1,0.1036,-1.0909,-1.5390,-0.9691,-1.0228,-0.6865,0.8657,-0.0337,0.6972,1.8884,-0.7437,-0.7811,0.9846,1.4271,0.2512,0.9115
1793,True,Optimization terminated successfully.,16774,22139,5484.1852,0,1,0.0478,-0.5807,-1.2006,-1.0163,-1.7712,-0.6361,-0.3317,0.2970,0.8283,0.6977,-0.9537,1.3596,1.0435,1.0480,-1.4699,0.7867
1794,True,Optimization terminated successfully.,16207,21230,594.7213,0,1,-0.1592,-0.6381,-0.8013,0.3620,-1.7014,-0.2729,0.3172,1.5116,-0.8562,2.5193,-2.1548,0.4513,0.7105,4.5028,-0.7326,1.4297
1795,True,Optimization terminated successfully.,8966,11865,5211.4206,0,1,-0.0960,-1.0330,-0.3352,-0.4640,-0.6337,-0.3881,0.7145,0.1928,-0.4635,-0.1082,-1.7727,0.1198,-0.1098,2.6843,1.5837,1.2415
1796,True,Optimization terminated successfully.,20534,26891,1291.3704,0,1,-0.1658,-1.0087,-1.6620,-0.6452,-0.8619,-0.2574,0.9810,2.2957,1.3535,2.7927,-2.2318,-0.4529,-0.4764,0.8355,-0.7097,1.4692
1797,True,Optimization terminated successfully.,14613,19210,2891.2019,0,1,0.2682,-0.9177,-0.2241,-0.2719,-1.1226,-0.9694,0.3405,-0.3670,-0.0850,0.4607,0.1815,0.1097,3.5445,3.6885,-0.0326,0.4049
1798,True,Optimization terminated successfully.,8420,11165,5900.2954,0,1,0.0470,-1.0619,-1.4471,-0.6510,0.2883,-0.5522,1.0138,-0.1530,0.6323,1.6091,-1.1755,-0.8672,0.8754,0.7185,0.5610,1.1915
1799,True,Optimization terminated successfully.,13940,18250,626.7953,0,1,-0.4334,-0.9212,-0.7698,-0.6680,-0.6341,0.1645,0.9397,1.8147,1.4566,0.0699,-3.6358,-0.4516,0.4727,1.3219,2.2382,1.9832
1800,True,Optimization terminated successfully.,16661,21821,3412.9724,0,1,-0.0986,-0.5311,-0.9058,-0.2194,-0.2056,-0.3491,0.0499,0.6584,-0.4261,0.3717,-1.8749,0.8036,1.7835,3.5735,-0.0196,1.3583
1801,True,Optimization terminated successfully.,8828,11687,6190.6870,0,1,0.1014,-0.9704,-0.5093,-0.8769,-0.8757,-0.6993,0.3216,0.4263,0.9841,-0.0534,-0.7188,0.4423,-0.6530,-0.5592,2.4229,0.8149
1802,False,Maximum number of iterations has been exceeded.,50000,64902,2700.6347,0,0,-0.4719,-0.9548,-0.1216,-1.2380,-1.4673,0.2602,1.4024,1.5811,1.2953,0.5670,-3.9131,-0.8223,0.9086,0.7698,0.0761,2.0553
1803,True,Optimization terminated successfully.,9502,12534,3119.9069,0,1,0.4927,-1.0544,-0.8570,-1.3573,-1.1105,-1.2865,0.5486,-0.3426,0.8639,0.1217,1.3008,-0.3024,2.2554,0.5795,2.5130,0.1699
1804,True,Optimization terminated successfully.,28502,37225,512.7972,0,1,-0.2971,-0.8822,-0.6065,-1.2095,-0.9027,-0.0468,0.8482,1.1880,2.1808,1.1473,-2.9086,-0.4078,1.4350,0.0034,1.2542,1.7722
1805,True,Optimization terminated successfully.,24088,31425,568.4196,0,1,-0.0497,-0.7708,-0.4098,-0.2470,-0.4067,-0.4398,0.4756,0.4039,-0.1318,-0.0592,-1.5930,0.1239,2.1323,3.1595,3.2651,1.1982
1806,True,Optimization terminated successfully.,9265,12220,3789.2745,0,1,-0.1440,-0.8595,-0.3529,-0.9518,-1.6981,-0.3189,0.4246,0.4073,0.8051,-0.1356,-1.9949,0.3368,1.1448,1.2643,0.2738,1.3527
1807,True,Optimization terminated successfully.,11798,15554,1533.5511,0,1,-0.5492,-1.1088,-0.4022,-0.7611,-2.6469,0.3325,1.2401,0.2950,0.8436,3.8448,-4.2090,-1.0326,1.4922,1.6393,-2.5115,2.1331
1808,True,Optimization terminated successfully.,16363,21454,723.6507,0,1,-0.0873,-0.2697,-1.5865,-0.8247,0.0305,-0.3850,-0.2357,2.7906,1.2515,-0.2553,-1.7592,1.4247,-1.1953,1.2236,3.6086,1.2977
1809,True,Optimization terminated successfully.,7715,10223,2507.7991,0,1,0.2676,-0.6294,-0.4310,-2.0839,-1.5388,-0.9412,0.0547,-0.1018,2.1612,1.3549,0.1405,1.0435,1.4887,-0.8936,0.3259,0.6217
1810,True,Optimization terminated successfully.,13371,17545,3155.7380,0,1,0.1599,-0.6875,-1.3492,0.2895,0.5433,-0.7773,0.0759,1.2748,-0.3659,1.2917,-0.4516,0.7560,-0.2637,3.4767,1.8040,0.7621
1811,True,Optimization terminated successfully.,8876,11754,6999.2895,0,1,0.0509,-1.2026,-1.1018,-0.4561,0.0682,-0.6349,0.7376,0.2152,0.0752,0.3188,-0.9480,-0.0571,0.0713,1.9105,0.1917,0.8970
1812,True,Optimization terminated successfully.,13365,17571,612.2503,0,1,0.0179,-0.0093,-1.1721,0.0188,-1.2673,-0.5594,-0.7822,1.9800,-0.7001,1.5642,-1.1851,2.1300,-0.0853,4.1492,0.6235,1.0070
1813,True,Optimization terminated successfully.,16377,21499,841.8745,0,1,-0.4650,-1.4381,-1.3826,0.0270,-2.6648,0.2420,1.8382,2.3748,-0.2075,4.8641,-3.8693,-1.9571,-0.5169,3.4428,-4.2181,2.1689
1814,True,Optimization terminated successfully.,9394,12373,6047.4670,0,1,0.1634,-0.7912,-1.0388,-1.2610,-0.5530,-0.7807,0.2900,-0.1004,-0.1006,0.1102,-0.4345,0.2092,1.7053,2.0818,-0.3679,0.7860
1815,True,Optimization terminated successfully.,29620,38804,2369.4765,0,1,0.1251,-0.8168,-0.6437,-0.7783,-1.2547,-0.8302,0.5538,0.0970,-0.5240,2.0871,-0.2521,0.0434,2.4028,3.6127,-0.9232,0.5884
1816,True,Optimization terminated successfully.,14517,19264,5999.3881,0,1,0.4008,-1.1727,-1.3837,-0.3116,-1.4293,-1.2072,0.6002,-0.7090,0.1420,0.7355,0.9423,-0.3113,1.9676,2.4063,-0.5124,0.0230
1817,True,Optimization terminated successfully.,15688,20596,887.6744,0,1,-0.3625,-0.6171,-0.9070,-0.6762,-0.4487,0.0373,0.3534,1.5899,1.0924,-0.8031,-3.2302,0.3757,0.2921,1.3995,3.8271,1.7474
1818,True,Optimization terminated successfully.,7740,10223,5779.2869,0,1,0.3622,-1.4014,-0.9420,-0.4987,-0.8497,-1.1479,0.7649,-0.7513,-0.0226,1.0189,0.7622,-0.2889,1.8830,1.5734,-0.1565,0.0847
1819,True,Optimization terminated successfully.,12952,17050,1253.0448,0,1,-0.4976,-0.5769,-0.2999,-1.6151,-1.7393,0.2636,0.4714,1.0999,3.0341,2.2933,-3.9652,0.3855,0.6534,-1.6694,-0.0718,2.1375
1820,True,Optimization terminated successfully.,23068,30127,1182.5008,0,1,-0.6304,-1.5579,-0.1691,-2.6588,-1.3046,0.5011,2.0923,0.7243,4.8854,1.1224,-4.7407,-2.4039,2.0171,-3.8442,0.3678,2.5456
1821,True,Optimization terminated successfully.,23941,31276,828.4433,0,1,0.0293,-0.7725,-0.2429,-1.6951,-0.9409,-0.5511,0.4420,0.1097,2.5360,1.4426,-1.1820,0.1968,2.9203,-0.7294,0.5814,1.1417
1822,True,Optimization terminated successfully.,20412,26731,5075.6118,0,1,-0.4264,-1.3012,-0.7825,-0.0030,0.6400,0.1940,1.6177,-0.2647,0.5683,-0.0150,-3.6877,-1.8091,2.1049,2.7282,0.8715,2.0508
1823,True,Optimization terminated successfully.,8362,11087,8525.9319,0,1,0.2623,-1.1345,-0.3753,-0.5791,-0.2221,-1.0164,0.2745,-0.8231,-0.8477,-0.1968,0.2909,0.3657,1.6927,2.3375,0.4036,0.1440
1824,True,Optimization terminated successfully.,17419,22891,547.0144,0,1,-0.1585,-0.3295,-0.7508,-0.4862,-1.6968,-0.2779,-0.1582,1.3852,0.8514,2.8190,-2.1303,1.2790,0.9084,1.9328,-1.1362,1.4260
1825,True,Optimization terminated successfully.,30519,39739,1153.5368,0,1,-0.0992,-1.4250,0.3091,0.6929,-0.2486,-0.3113,1.5981,0.0923,-1.2171,-0.1278,-1.9789,-1.8577,2.8773,4.8319,2.7364,1.5110
1826,True,Optimization terminated successfully.,16920,22170,3173.9305,0,1,0.5524,-1.0567,-0.2929,-0.1508,-0.1519,-1.3758,0.6877,-0.5562,0.7061,0.6934,1.6065,-0.1885,3.3979,2.2353,0.9421,0.1352
1827,True,Optimization terminated successfully.,15612,20507,987.8974,1,0,-0.2422,-0.6278,-3.0177,-1.0553,-1.2780,-0.1261,0.4039,5.2895,1.6514,1.9957,-2.6432,0.3500,-4.8003,0.6790,-0.1159,1.6752
1828,True,Optimization terminated successfully.,10559,13882,1538.4103,1,0,-0.2128,-1.4938,-3.3289,0.0472,-1.2631,-0.1512,1.7499,5.8510,-0.4220,1.9239,-2.5298,-1.7925,-5.7844,3.6954,-0.2270,1.7413
1829,True,Optimization terminated successfully.,16117,21080,483.6761,0,1,-0.3196,-1.1365,-0.6894,-0.6201,-1.0282,0.0117,1.2856,1.3254,1.0918,1.5232,-3.0872,-1.0900,1.2023,1.5292,0.7825,1.8657
1830,True,Optimization terminated successfully.,16654,21842,839.1383,0,1,0.2329,-0.8447,-0.4444,-0.6849,-0.1642,-0.8751,0.4763,0.4779,0.7800,-0.7252,-0.0898,0.0794,2.2949,2.0305,3.8875,0.7294
1831,True,Optimization terminated successfully.,8774,11659,3952.8840,0,1,0.3562,-1.0359,-1.1646,-0.4607,-1.8136,-1.1391,0.3214,0.1218,-0.4731,0.8540,0.7410,0.3924,1.4324,2.5806,-0.1398,0.1318
1832,True,Optimization terminated successfully.,9984,13215,4205.3338,0,1,0.0591,-1.1732,-0.6726,-1.1706,-1.9731,-0.5836,0.9838,0.7257,0.8384,2.3562,-1.0589,-0.4438,-0.5764,1.0598,-1.0212,1.1764
1833,True,Optimization terminated successfully.,27947,36434,1117.2939,0,1,-0.1288,-0.4940,-1.6759,-1.6505,0.3537,-0.2970,0.2041,3.3070,2.5349,-0.9182,-2.0526,0.9048,-1.6908,-1.1086,4.6282,1.3931
1834,True,Optimization terminated successfully.,24654,32162,1048.4402,1,0,-0.0230,-0.3243,1.4519,-0.1339,-1.4948,-0.5062,-0.2987,-2.3757,-0.3421,2.4550,-1.3802,1.4141,6.5461,3.7582,-0.9213,1.1047
1835,True,Optimization terminated successfully.,17657,23156,703.2306,0,1,-0.2206,-1.1168,-0.3035,-0.4527,-0.5402,-0.1667,1.0876,0.5359,0.5699,-0.5719,-2.4947,-0.7877,1.9613,2.2230,3.8505,1.5866
1836,True,Optimization terminated successfully.,13550,17873,7286.0897,0,1,0.4816,-1.2486,-0.7451,-1.0952,-0.1796,-1.2805,0.6954,-1.0921,-0.3278,1.1151,1.2539,-0.8175,1.9078,2.1989,0.0873,0.1197
1837,True,Optimization terminated successfully.,17458,22901,647.0651,0,1,-0.6325,-1.3559,-0.4114,-0.9013,-1.7313,0.4843,1.7652,0.8807,1.7555,2.8902,-4.7164,-1.7751,1.4997,0.5041,-1.0048,2.4019
1838,True,Optimization terminated successfully.,17357,22812,589.5460,0,1,-0.0885,-0.9442,-0.7991,-0.4747,-0.9865,-0.3611,0.8812,1.5312,0.6968,1.3520,-1.8289,-0.3790,0.7368,2.2451,1.0650,1.4096
1839,True,Optimization terminated successfully.,11999,15777,1627.0299,1,0,-0.4874,-0.8057,-2.3454,1.2014,-0.0338,0.2631,0.8380,4.9247,-1.7066,0.4019,-3.9531,-0.2590,-4.3491,5.8904,1.8846,2.1878
1840,True,Optimization terminated successfully.,6949,9259,4248.9078,0,1,0.4661,-1.0581,-0.8304,-1.1686,-1.0190,-1.2836,0.2985,-0.1967,0.6379,-0.1123,1.2493,0.0142,1.1635,0.6458,3.3082,0.0125
1841,True,Optimization terminated successfully.,7917,10496,7066.3453,0,1,0.2700,-1.0962,-1.1619,-0.3574,-1.0086,-0.9914,0.4188,0.0927,-0.7340,1.2656,0.2370,0.3115,-0.1935,3.0370,-0.9443,0.3201
1842,True,Optimization terminated successfully.,17234,22654,1902.5209,0,1,0.4049,-0.7985,-0.1507,-0.8725,-1.4475,-1.1273,0.3793,-0.2782,0.8342,1.0615,0.7957,0.2060,3.3136,2.2102,0.0303,0.4536
1843,True,Optimization terminated successfully.,9110,11970,4446.1648,0,1,0.3482,-0.6573,-2.1993,-0.5498,-1.6989,-1.1042,-0.2249,0.7802,-0.5322,1.0754,0.6371,0.7479,-0.1877,2.9413,0.0725,0.2101
1844,True,Optimization terminated successfully.,14397,18827,4230.8925,0,1,0.4904,-1.0916,-0.8206,-0.4739,-1.3944,-1.3096,0.4504,-0.6890,-0.5818,1.0627,1.3332,-0.1926,3.7172,2.8960,-0.8605,-0.0288
1845,True,Optimization terminated successfully.,12636,16646,1948.7182,0,1,0.3915,-1.0501,-0.1614,-0.1799,-1.2203,-1.1387,0.6280,-0.9054,-0.6707,1.1331,0.7870,-0.3588,4.4183,3.6280,0.6273,0.2841
1846,True,Optimization terminated successfully.,22139,28985,851.8977,0,1,-0.1562,-1.1981,-0.2050,0.3229,-0.7891,-0.2752,1.1236,-0.2969,-1.0457,0.0140,-2.1375,-0.9738,3.1527,4.6514,2.6815,1.3719
1847,False,Maximum number of iterations has been exceeded.,50000,64696,939.5975,0,0,-0.2404,-1.1532,0.0102,-0.7221,-1.1659,-0.0857,1.3025,-0.5494,1.3727,2.1318,-2.7553,-1.1823,3.5672,1.3206,-0.5206,1.7691
1848,True,Optimization terminated successfully.,6913,9251,5779.2232,0,1,0.3641,-0.9636,-2.0104,-0.3366,-1.2985,-1.1285,0.4692,0.3238,0.8905,1.2277,0.7157,0.1165,0.3490,1.4634,-1.0016,0.1836
1849,True,Optimization terminated successfully.,7018,9335,7176.6432,0,1,0.2037,-0.7923,-1.4259,-0.9395,-0.1396,-0.8246,0.3386,-0.4376,0.4412,0.1021,-0.2819,-0.1402,1.4653,1.8925,-0.0654,0.7623
1850,True,Optimization terminated successfully.,9538,12617,1848.0308,0,1,0.3372,-0.8349,-1.7547,-1.0343,-1.0672,-1.0379,0.3501,2.3769,0.9163,1.0939,0.4588,0.1992,-0.3641,1.6177,0.4378,0.5408
1851,True,Optimization terminated successfully.,12586,16517,2057.4001,0,1,0.0575,-1.5911,-1.3884,-0.2719,-1.4750,-0.5736,1.8148,2.5212,1.2970,1.0896,-1.1039,-2.0080,-0.8615,1.9512,0.1452,1.1806
1852,True,Optimization terminated successfully.,17318,22682,700.1698,0,1,-0.1572,-0.8730,-0.4107,-0.5787,0.3574,-0.2791,0.7795,0.2841,1.2128,-1.1348,-2.1489,-0.3141,2.7354,1.2390,4.7857,1.4173
1853,True,Optimization terminated successfully.,25412,33163,968.3793,0,1,-0.0430,-0.1922,-2.0105,0.0625,-1.6669,-0.4405,-0.3759,3.4893,-0.5637,2.4898,-1.5710,1.6107,-2.2743,3.9940,-0.9411,1.2435
1854,True,Optimization terminated successfully.,8442,11171,5425.5567,0,1,-0.0212,-0.9721,-1.1089,-1.0286,-0.5678,-0.4940,0.7374,0.6046,0.3975,0.6134,-1.4164,0.0657,-0.2484,2.1205,-0.3442,1.1564
1855,True,Optimization terminated successfully.,12425,16336,718.6551,0,1,0.0231,-0.4790,-1.0260,0.2389,-0.0386,-0.5574,0.0006,1.6318,-0.7217,-0.3772,-1.1807,0.9409,0.2916,4.1988,3.9212,1.0495
1856,True,Optimization terminated successfully.,11850,15692,2231.4289,0,1,-0.0931,-1.2764,-1.6374,-1.0750,-1.7924,-0.3742,1.2462,1.7556,1.0494,0.9792,-1.7898,-1.0073,-0.0692,1.2690,-0.3399,1.3431
1857,True,Optimization terminated successfully.,22779,29735,548.9133,0,1,-0.1175,-0.7860,-0.3275,0.0533,-1.6457,-0.3467,0.5234,0.5406,-0.3782,2.1901,-1.8894,0.0214,2.2447,3.6874,-0.2007,1.3222
1858,True,Optimization terminated successfully.,12186,16020,2267.1654,0,1,-0.1160,-1.0769,-0.6620,-1.1031,-1.6436,-0.3643,0.8642,0.1184,0.6797,-0.0545,-1.8543,-0.5421,1.8818,1.4822,1.6273,1.2111
1859,True,Optimization terminated successfully.,16908,22137,491.0172,0,1,-0.1062,-0.7156,-0.0556,-0.3967,-0.8696,-0.3446,0.4411,-0.1487,0.4011,0.2844,-1.8935,0.1993,3.2197,2.5054,2.3348,1.3265
1860,True,Optimization terminated successfully.,26020,33843,716.6227,0,1,-0.3986,-0.6068,-0.9188,-1.0708,-0.6428,0.1094,0.4159,2.0052,2.0528,0.8201,-3.4368,0.3135,-0.1788,0.0813,1.5673,1.9017
1861,True,Optimization terminated successfully.,29201,38024,752.9942,0,1,-0.2017,-0.3473,-0.8908,-1.1927,-0.4180,-0.2019,-0.1648,1.1726,1.9258,0.5397,-2.3906,1.1635,1.4950,0.1777,2.3272,1.4509
1862,True,Optimization terminated successfully.,9178,12109,6465.1014,0,1,0.2258,-0.9411,-1.7507,-0.4387,-0.9845,-0.9216,0.2699,-0.2110,0.0523,0.7907,-0.0002,0.1680,1.3602,2.4642,-0.9966,0.4111
1863,True,Optimization terminated successfully.,18348,24054,708.4264,0,1,-0.0259,-0.7452,-1.8511,-0.1550,-0.1333,-0.4665,0.5079,3.0091,-0.2376,-0.4440,-1.4710,0.0428,-1.4638,3.4221,3.7361,1.2068
1864,True,Optimization terminated successfully.,35486,46313,977.8950,0,1,-0.0568,-1.3293,0.2707,-0.1687,-1.2399,-0.3811,1.4090,-0.2124,-0.0252,1.7564,-1.7472,-1.3945,3.3327,2.9350,0.1553,1.3990
1865,True,Optimization terminated successfully.,9807,12933,3302.9007,0,1,-0.1073,-1.1105,-1.3740,-1.4268,-0.8486,-0.3835,1.1077,0.6135,1.3946,-0.1061,-1.8055,-0.5851,0.0274,-0.1533,2.7945,1.2026
1866,True,Optimization terminated successfully.,11929,15738,633.8519,0,1,0.0477,-0.7795,0.0444,0.3435,-0.8314,-0.6023,0.4529,-0.1747,-0.9211,0.9508,-1.0362,0.1944,3.2164,4.5405,1.7054,1.0189
1867,True,Optimization terminated successfully.,23150,30192,414.2890,0,1,-0.0682,-0.3820,-0.4644,-0.2879,-0.0915,-0.4214,-0.1205,0.4822,0.2118,-0.8982,-1.6541,1.1237,2.0774,2.7889,4.2284,1.1717
1868,True,Optimization terminated successfully.,21304,27891,2543.2366,0,1,-0.2358,-1.0150,-1.1880,-0.9194,-0.0176,-0.1000,1.1421,3.0788,2.2154,1.5980,-2.6889,-0.7353,-1.2071,0.2146,-0.1699,1.8632
