toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_A,dthe_B,dthe_C,dthe_E,dthe_D,dpe_A,dpe_B,dpe_C,dpe_E,dpe_D,dpp_A,dpp_B,dpp_C,dpp_E,dpp_D,dthp
110,True,Optimization terminated successfully.,8802,11700,6014.6667,0,1,-0.3574,-0.9359,-1.0138,0.4855,-0.5727,-0.0548,0.4184,0.2617,-0.7878,0.6948,-2.9706,0.4662,0.6828,2.6809,-0.2724,1.3499
111,True,Optimization terminated successfully.,13012,17120,817.0704,0,1,-0.3920,-0.6769,-1.0245,-0.8315,-1.7640,0.0868,0.4053,1.4025,1.2547,1.8185,-3.3806,0.2647,0.8248,1.1237,-0.2040,1.8065
112,True,Optimization terminated successfully.,30925,40285,843.4861,0,1,0.1795,-0.7630,-0.6543,0.3065,-1.3952,-0.7947,0.2727,1.1908,-0.7759,1.8798,-0.3649,0.5066,0.9418,4.6085,0.3581,0.8882
113,True,Optimization terminated successfully.,8892,11734,515.6070,0,1,-0.4168,-1.0720,-1.2940,-1.1295,-1.6500,0.1507,1.2115,2.5729,1.6653,1.8741,-3.5771,-1.0565,-0.7877,0.7089,0.0592,2.0431
114,True,Optimization terminated successfully.,42287,54942,866.7551,0,1,-0.1914,-1.1988,0.0846,-1.7568,-0.2207,-0.1948,1.1831,-0.6325,2.8043,0.1425,-2.3927,-0.9653,3.9074,-1.1094,2.8196,1.6421
115,True,Optimization terminated successfully.,8846,11742,4433.6012,0,1,-0.0720,-1.0734,-0.3198,-2.3110,-0.7777,-0.4006,0.5705,1.0789,2.2786,-0.4690,-1.6924,-0.6562,0.8908,-0.3430,0.9117,1.2685
116,True,Optimization terminated successfully.,33486,43612,606.3777,0,1,-0.1058,-0.5044,-0.6233,-1.6448,-0.9765,-0.3436,0.2035,1.0705,2.6877,1.6615,-1.9012,0.7386,1.2248,-0.8452,0.6345,1.4541
117,True,Optimization terminated successfully.,9560,12643,4242.5780,0,1,0.3692,-1.2017,-1.3834,-0.8790,-0.9213,-1.1189,0.7160,-0.2035,0.3564,0.4427,0.7071,-0.5793,2.1695,2.1860,0.1250,0.2943
118,True,Optimization terminated successfully.,18402,24086,630.2418,0,1,-0.0763,-0.2895,-0.6772,0.1197,-1.8576,-0.4013,-0.2072,1.3350,-0.4734,2.8405,-1.7113,1.3265,1.0710,3.9391,-1.2476,1.2564
119,True,Optimization terminated successfully.,12868,16863,1129.0294,0,1,-0.3072,-0.1745,-0.1277,-2.4671,-1.1602,-0.0511,-0.3322,0.0887,4.0848,1.6678,-2.9060,1.6250,2.6431,-2.9401,-0.0564,1.6678
120,True,Optimization terminated successfully.,9969,13127,4237.6964,0,1,0.4170,-0.9241,0.0243,-1.8313,-1.4123,-1.1565,0.4098,0.0673,0.9573,0.3340,0.8651,0.0062,1.9625,1.5395,-0.0252,0.4411
121,True,Optimization terminated successfully.,11008,14525,1168.4242,0,1,-0.2049,-1.5001,0.0327,-0.8987,-2.0783,-0.1897,1.7372,-0.4593,1.0539,2.6298,-2.4300,-1.9230,3.9716,1.1499,-1.6447,1.5773
122,True,Optimization terminated successfully.,12762,16777,494.2144,0,1,-0.0715,-0.3787,-0.7292,-0.5102,-0.4174,-0.4148,-0.1225,1.2252,0.5217,-0.0102,-1.6762,1.1643,1.1545,2.3276,2.9980,1.2205
123,True,Optimization terminated successfully.,35684,46525,814.6868,1,0,-0.0773,-0.8343,0.0716,0.6451,-1.4611,-0.4002,0.6633,0.0709,-1.2893,2.0606,-1.7126,-0.2027,3.2275,5.2368,-0.3808,1.2602
124,True,Optimization terminated successfully.,26947,35204,3563.1214,0,1,-0.1619,-0.1343,-1.4053,-0.9117,-0.9530,-0.3026,-0.0643,2.6561,0.4514,0.4965,-2.0244,1.1128,-0.9390,1.9616,-0.5216,1.3964
125,True,Optimization terminated successfully.,19582,25597,1164.5856,1,0,-0.7255,-1.4725,0.1222,-0.2755,-0.7463,0.6521,2.1091,0.9240,1.2620,1.8167,-5.2507,-2.2084,1.7068,1.8376,0.0690,2.7297
126,True,Optimization terminated successfully.,17834,23421,1066.2216,0,1,-0.2444,-0.8795,-0.5086,-1.1512,0.2202,-0.0877,0.8481,1.4553,2.3960,-0.1964,-2.7350,-0.4646,1.4202,-0.5652,3.0364,1.8256
127,True,Optimization terminated successfully.,19046,25052,750.3146,0,1,-0.1087,-0.9407,0.0097,0.2658,-0.5289,-0.3566,0.8375,-0.4775,-0.6117,0.4852,-1.8655,-0.3446,3.4898,3.7922,2.4594,1.2815
128,True,Optimization terminated successfully.,14677,19298,978.0324,0,1,-0.3510,-0.9418,-0.3054,-0.3113,-1.3716,0.0526,1.0679,0.2481,-0.1343,0.7522,-3.2346,-0.7546,2.1657,3.2046,1.1855,1.8963
129,True,Optimization terminated successfully.,15749,20625,679.9636,0,1,-0.1520,-0.4201,-0.5798,-1.0686,-1.3869,-0.2839,-0.0011,0.9115,1.5884,1.9187,-2.1148,1.0010,1.5573,0.7292,0.1038,1.4206
130,True,Optimization terminated successfully.,12207,16227,7011.3793,0,1,0.0817,-1.0245,-1.1393,-0.6966,0.3815,-0.7113,0.2580,-0.1126,0.4114,-0.3179,-0.7245,0.4793,0.0314,0.7803,2.2072,0.5902
131,True,Optimization terminated successfully.,37852,49440,673.8995,0,1,-0.1847,-0.6823,-0.8745,-0.3883,-1.4042,-0.2459,0.4558,1.1513,0.4366,2.1391,-2.2425,0.0778,1.5247,2.3887,-0.4203,1.4528
132,True,Optimization terminated successfully.,24635,32192,1662.1543,0,1,-0.0115,-0.9385,-0.8303,0.1343,-1.2552,-0.5156,0.5826,0.9273,-0.3047,0.6758,-1.3480,0.0136,1.9157,3.6966,0.1916,1.1001
133,True,Optimization terminated successfully.,9642,12764,6792.3305,0,1,0.3289,-0.9738,-0.7378,-0.2162,-0.8693,-1.0103,0.2645,0.7480,0.6908,0.8592,0.3986,0.6805,-0.4438,0.4968,-0.5898,0.6766
134,True,Optimization terminated successfully.,12680,16722,4436.6835,0,1,0.2245,-0.8742,-1.4056,-0.8505,-1.5867,-0.8947,0.1745,0.3214,-1.0374,0.8983,-0.0584,0.3685,0.8419,3.1942,-0.3260,0.5913
135,True,Optimization terminated successfully.,8542,11362,1372.2002,0,1,-0.0755,-0.4553,-0.3882,-0.4364,-1.7178,-0.4369,-0.2387,-0.2055,-0.6570,1.3738,-1.6344,1.2930,2.4137,3.3324,0.5588,1.0599
136,True,Optimization terminated successfully.,16678,21868,506.3570,0,1,-0.1641,-0.6995,-0.1711,-1.1177,-0.4858,-0.2498,0.4497,0.2712,2.0317,0.1871,-2.2026,0.2670,2.5710,0.2383,2.6526,1.4854
137,True,Optimization terminated successfully.,16632,21716,475.4704,0,1,-0.2223,-0.8438,-0.3457,-0.7483,-0.5176,-0.1541,0.7667,0.8364,1.3651,0.6370,-2.5174,-0.2325,1.7914,1.2760,2.3557,1.6405
138,True,Optimization terminated successfully.,23037,30144,678.4354,0,1,-0.0706,-0.4767,-1.5125,0.2643,-1.3981,-0.3899,0.1209,2.8008,-0.4412,2.1894,-1.7454,0.7626,-0.9221,4.0734,-0.5209,1.3408
139,True,Optimization terminated successfully.,15173,19815,575.6096,0,1,-0.2045,-0.5848,-1.7231,-1.0106,-1.3751,-0.1870,0.3404,2.8239,1.3608,2.1129,-2.4303,0.4058,-1.1792,1.0862,-0.1103,1.5833
140,True,Optimization terminated successfully.,12559,16549,1562.8578,0,1,0.2452,-0.9131,-1.6592,-1.5641,-0.0572,-0.8927,0.6250,2.0698,2.0204,-0.1244,-0.0325,-0.1480,0.0441,-0.2038,2.8579,0.7122
141,True,Optimization terminated successfully.,13705,17977,2413.7927,0,1,0.3622,-0.8722,-0.7529,-0.4367,-2.0868,-1.0671,0.3385,0.5426,0.0006,1.4463,0.5722,-0.1870,1.8529,3.2993,-0.6548,0.5214
142,True,Optimization terminated successfully.,18157,23773,791.0484,0,1,-0.0666,-0.3321,-1.2583,-0.1881,-0.3859,-0.4132,-0.0428,1.4874,0.3923,0.9793,-1.6559,1.0896,0.5387,2.4269,1.9249,1.3067
143,True,Optimization terminated successfully.,16953,22233,2626.6509,0,1,0.2492,-1.0320,-0.3592,-1.1635,-0.9138,-0.9062,0.5697,-0.5692,0.2653,0.0961,0.0107,-0.1621,3.5719,2.1315,1.0549,0.6446
144,True,Optimization terminated successfully.,16397,21556,481.2209,0,1,-0.1078,-0.8537,-0.4371,-0.9267,-0.7320,-0.3445,0.6907,0.6490,1.3757,0.5606,-1.8817,-0.2404,2.1488,1.1899,1.9644,1.3769
145,True,Optimization terminated successfully.,11444,15094,3583.9208,0,1,0.1922,-1.2777,-1.7173,-0.0239,-1.2085,-0.8849,0.7624,0.2932,-0.7798,1.6416,-0.1364,-0.5135,0.9385,3.2477,0.1472,0.4270
146,True,Optimization terminated successfully.,9824,13001,1185.4569,0,1,-0.4327,-0.5191,-0.9657,-1.2630,-1.2348,0.1965,0.5025,2.3806,2.5452,2.7052,-3.6974,0.5085,-1.0179,-0.5861,-0.8738,2.1785
147,True,Optimization terminated successfully.,18477,24259,4776.8051,0,1,0.2595,-1.0668,-0.8572,0.0960,-0.7848,-0.9590,0.2267,0.7677,-1.1223,0.9567,0.2055,0.3243,1.3259,3.6910,-1.3167,0.4727
148,True,Optimization terminated successfully.,11799,15681,6550.5816,0,1,-0.1136,-1.2964,-1.0967,-0.0732,-0.2109,-0.4145,1.0016,-0.5381,-0.5853,0.6872,-1.7519,-0.5837,1.9067,2.5332,-0.2854,0.9397
149,True,Optimization terminated successfully.,13035,17137,1200.9918,0,1,-0.5308,-1.0556,-0.3576,-0.2079,-0.9616,0.3258,1.2547,2.1528,-0.1279,1.6808,-4.1458,-0.7926,-0.2060,2.9296,0.3391,2.2320
150,True,Optimization terminated successfully.,13645,17899,2779.6946,0,1,-0.3312,-0.6564,-1.4222,-1.0424,-1.1438,-0.0452,0.3828,1.1988,0.8128,-0.2058,-2.9640,0.6001,0.3611,0.7175,1.6235,1.5031
151,True,Optimization terminated successfully.,38593,50364,508.0131,0,1,-0.3264,-0.8995,-0.0871,-1.0752,-1.3932,-0.0233,0.8472,0.2224,2.0938,2.1115,-2.9803,-0.3887,2.8162,0.0458,0.0291,1.7399
152,True,Optimization terminated successfully.,19525,25513,643.1876,0,1,-0.0631,-0.7234,0.0225,-0.0824,-1.7860,-0.4173,0.4524,-0.1908,-0.2260,2.4926,-1.6479,0.1366,3.2832,3.5557,-0.9859,1.2617
153,True,Optimization terminated successfully.,8872,11729,3732.0113,0,1,0.1544,-1.2238,-1.4237,-0.8773,-1.9261,-0.8095,0.6558,0.3477,-0.0731,1.2260,-0.3731,-0.4889,0.6560,2.0510,0.1864,0.6043
154,True,Optimization terminated successfully.,12233,16080,1227.7927,0,1,-0.0496,-1.0924,-1.0140,-0.4230,0.1937,-0.4237,1.0617,1.7502,0.8536,0.7225,-1.6218,-0.7666,0.1892,1.7667,2.8589,1.2944
155,True,Optimization terminated successfully.,21722,28300,664.5974,0,1,-0.1995,-0.7751,-1.7169,-1.5453,-0.9748,-0.2035,0.6029,2.8388,2.3868,1.2793,-2.3904,-0.0622,-1.3393,-0.1995,1.0405,1.5860
156,True,Optimization terminated successfully.,13868,18210,1036.0482,0,1,0.1530,-0.8517,0.6771,-0.4347,-0.1113,-0.7316,0.6944,-0.9645,-0.3318,-0.1449,-0.5624,-0.2253,4.4562,3.5967,2.8463,0.9763
157,True,Optimization terminated successfully.,22193,28973,1180.6019,0,1,-0.2374,-0.5220,-0.9907,0.0445,0.6182,-0.1302,0.3394,2.0096,0.0610,-0.4404,-2.6112,0.5969,-0.4594,3.1315,4.2994,1.6668
158,True,Optimization terminated successfully.,6895,9201,3791.8938,0,1,0.3272,-1.2237,-1.8502,-0.7058,-1.3732,-1.0176,1.0004,1.5743,-0.4133,1.5053,0.3924,-0.5869,-0.6677,2.5551,-0.7020,0.6163
159,True,Optimization terminated successfully.,14764,19359,4888.2551,0,1,0.0954,-1.3074,-1.1528,-0.3986,-1.5917,-0.7150,0.9125,-0.2758,-0.5894,0.1437,-0.6882,-0.7309,1.1408,2.6897,0.9624,0.7071
160,True,Optimization terminated successfully.,19415,25397,908.9094,0,1,-0.0555,-0.9632,-0.1648,-0.7752,-0.2374,-0.4388,0.7514,-0.3600,0.7673,-1.2558,-1.5644,-0.4158,3.2680,1.9105,4.4490,1.2219
161,True,Optimization terminated successfully.,11789,15516,1750.0077,0,1,0.2211,-0.1431,-0.0558,-1.8476,-1.3635,-0.8446,-0.6174,0.9436,3.1641,2.4082,-0.1779,2.0773,1.6925,-1.4902,-1.2918,0.8060
162,True,Optimization terminated successfully.,14878,19542,1253.0282,0,1,0.0360,-1.0612,-1.2351,-0.5064,-1.2620,-0.5777,0.8572,1.3330,0.7811,0.6374,-1.0974,-0.1853,0.4845,1.7545,1.5022,1.0595
163,True,Optimization terminated successfully.,29328,38354,719.4409,0,1,-0.6581,-1.1729,-0.8389,-1.0313,-1.1018,0.5313,1.5306,1.9727,1.9544,1.3609,-4.8552,-1.4610,0.2608,0.6250,0.4584,2.4851
164,True,Optimization terminated successfully.,19524,25750,2098.4173,0,1,0.0675,-0.6252,-0.4807,-1.0194,-0.8208,-0.5916,0.0511,-0.2104,0.8018,0.2957,-1.0387,0.8195,1.8406,0.6729,2.7028,1.0856
165,True,Optimization terminated successfully.,20620,27014,1071.2387,0,1,0.1020,-0.4769,0.0396,-1.1985,-2.2167,-0.6795,-0.1536,0.0511,1.0365,1.9064,-0.7646,1.1184,3.0267,1.4308,-0.9029,0.8805
166,True,Optimization terminated successfully.,14372,18969,3317.8759,0,1,0.3460,-1.0119,-0.1501,-0.3205,-1.5913,-1.0485,0.5806,-0.6427,-0.4864,0.4512,0.5036,-0.1642,3.6203,3.4761,-0.4369,0.5262
167,True,Optimization terminated successfully.,12166,15934,611.0229,0,1,0.0868,-0.2049,-0.1529,0.0890,-1.6258,-0.6690,-0.4376,0.1888,-0.6908,2.4131,-0.8158,1.6336,2.6076,4.1801,-0.6313,0.9216
168,True,Optimization terminated successfully.,10566,13930,2471.1566,0,1,0.3951,0.2193,-2.1531,-1.2390,-0.8492,-1.1724,-1.4089,1.9498,1.1170,2.2091,0.8688,3.1112,-0.7784,0.1971,0.2729,0.1557
169,True,Optimization terminated successfully.,17124,22377,1324.1818,0,1,0.2759,-0.9579,-0.0907,0.1015,-1.4529,-0.9196,0.6840,0.2154,-0.7164,1.9373,0.0663,-0.1487,2.6046,4.1678,-0.1547,0.7323
170,True,Optimization terminated successfully.,7996,10610,8277.9042,0,1,0.4897,-1.2148,0.1418,-0.7823,-0.7954,-1.3367,0.5440,-1.3427,-0.4211,1.5831,1.4263,0.0434,2.1204,1.5118,-1.0637,-0.0994
171,True,Optimization terminated successfully.,17288,22652,629.2771,0,1,0.0750,-0.8416,0.0322,0.4067,-0.1335,-0.6225,0.5687,-0.3439,-1.2155,-0.3871,-0.9402,0.0550,3.3900,4.8677,3.5583,1.0245
172,True,Optimization terminated successfully.,20914,27339,957.9899,0,1,-0.4828,-0.8614,-0.0392,-0.3481,0.0311,0.2336,0.8263,0.1244,1.0171,-0.6716,-3.8647,-0.5426,2.7002,1.7111,4.0555,2.0439
173,True,Optimization terminated successfully.,11530,15235,1768.9646,0,1,-0.2438,-1.2286,-1.0683,-0.0181,-2.2854,-0.1496,1.3572,0.8300,0.0145,2.0647,-2.5842,-1.1183,1.2372,3.4338,-1.6354,1.5622
174,True,Optimization terminated successfully.,21203,27739,778.2956,0,1,0.0409,-0.1585,-0.1694,-1.7550,-1.1500,-0.5926,-0.5748,-0.3791,2.6487,1.4550,-1.0784,1.7883,3.4857,-1.0176,0.8484,0.9787
175,True,Optimization terminated successfully.,17113,22373,683.8487,0,1,-0.2665,-1.1402,0.1832,-1.2282,-0.1197,-0.0884,1.2090,-0.1590,1.8067,-0.6876,-2.7534,-0.9751,3.1241,0.3631,4.0034,1.6923
176,True,Optimization terminated successfully.,8087,10833,6977.6223,0,1,0.1295,-0.9121,-1.5107,-0.6279,-0.1530,-0.7469,0.2731,-0.3385,-0.5075,-0.0070,-0.5734,-0.2570,1.3943,3.0099,0.3852,0.7075
177,True,Optimization terminated successfully.,8733,11592,2151.1962,0,1,0.2738,-0.5400,-1.3299,-2.0625,-1.4526,-0.9777,-0.3694,1.0072,2.1105,0.6491,0.2328,1.1725,0.9150,-0.5664,1.0961,0.4192
178,True,Optimization terminated successfully.,31146,40614,591.7872,0,1,0.0139,-0.1873,-0.2393,-0.3551,-0.6787,-0.5562,-0.4113,0.2304,0.3943,0.4062,-1.1949,1.5772,2.7201,2.6909,2.1175,1.0388
179,True,Optimization terminated successfully.,15993,20884,581.1691,0,1,-0.2205,-0.7100,-1.0838,-0.2319,0.2882,-0.1834,0.3479,1.6632,0.2605,-1.1622,-2.4614,0.2788,0.4423,2.5736,4.7454,1.4602
180,True,Optimization terminated successfully.,23535,30586,693.1693,0,1,-0.4698,-1.3141,-0.5623,0.0751,-1.6551,0.2317,1.6288,1.2716,0.0866,2.4884,-3.8370,-1.6504,1.0480,3.1030,-0.6063,2.1274
181,True,Optimization terminated successfully.,31202,41037,5105.7760,0,1,0.0028,-0.8246,-0.8407,-0.8092,-0.9890,-0.5473,0.3095,0.8623,0.7718,0.2637,-1.2432,0.1712,-0.2768,1.2575,-0.3030,1.0209
182,True,Optimization terminated successfully.,12113,15960,680.6832,0,1,-0.2781,-0.7494,-0.9793,-0.7599,-1.2007,-0.0913,0.5613,1.3886,1.0210,0.9212,-2.7683,0.1300,0.5062,1.4263,1.5358,1.6390
183,True,Optimization terminated successfully.,15943,20919,583.1857,0,1,0.1137,-0.4182,-0.4431,-0.3718,-0.0885,-0.6950,-0.0397,0.2177,0.4403,-0.2153,-0.7209,1.1137,2.4830,2.5296,3.5556,0.9374
184,True,Optimization terminated successfully.,17562,23027,486.3111,0,1,-0.2515,-1.0847,-1.2924,-0.3882,-0.4820,-0.1079,1.1697,2.2792,0.7690,0.4712,-2.6914,-0.9480,-0.2945,2.1710,2.3709,1.7304
185,True,Optimization terminated successfully.,7710,10282,8560.0531,0,1,0.5637,-1.1614,-1.1889,0.3640,-0.8955,-1.3947,0.3372,-0.6327,0.2788,0.9537,1.6647,-0.1814,1.3219,1.2558,-0.6634,0.0815
186,True,Optimization terminated successfully.,13258,17366,761.7323,0,1,-0.1696,-0.7568,-1.7999,0.3225,-0.5361,-0.2325,0.5662,3.2238,-0.3556,0.3036,-2.2740,0.1118,-1.7494,3.9560,2.4573,1.5260
187,True,Optimization terminated successfully.,30143,39326,762.6672,0,1,-0.1674,-0.7363,-2.0518,-1.3816,-0.5297,-0.2400,0.5265,3.4302,1.9067,-0.4657,-2.2443,0.0618,-2.1675,0.0466,3.5153,1.5208
188,True,Optimization terminated successfully.,26086,34040,411.3686,0,1,-0.2277,-0.8388,-0.2474,-0.2805,-0.2124,-0.1453,0.7542,0.4894,0.4107,-0.3057,-2.5725,-0.2025,2.2927,2.5750,3.4703,1.6093
189,True,Optimization terminated successfully.,9869,12974,3576.9478,0,1,0.0736,-1.2038,-1.2516,-1.4095,-1.6638,-0.7060,0.6325,0.4440,0.8045,0.6374,-0.7376,-0.5348,1.5785,0.8823,0.2272,0.5529
190,True,Optimization terminated successfully.,14928,19598,1817.0260,0,1,-0.0027,-0.7806,-0.4017,-0.8762,-1.1937,-0.5245,0.6147,0.4529,-0.2756,0.5873,-1.3104,0.2544,2.2249,2.9184,0.5892,1.0638
191,True,Optimization terminated successfully.,21010,27462,593.0302,0,1,-0.4208,-1.3040,-0.5707,-0.6154,0.0994,0.1607,1.5775,1.2155,1.2111,-0.9137,-3.6039,-1.5172,1.0873,1.3903,4.3809,2.0322
192,True,Optimization terminated successfully.,12080,15838,933.5399,0,1,-0.0457,-0.3892,-2.3824,-1.1131,-1.7419,-0.4541,-0.1145,3.6257,1.4513,2.6917,-1.5415,1.0482,-2.5031,0.7185,-1.0157,1.2057
193,True,Optimization terminated successfully.,13898,18255,1122.7928,0,1,0.5089,0.3027,-0.9497,-0.2030,-0.5747,-1.3695,-1.7094,0.2800,-0.2248,0.2620,1.5420,3.6004,2.6291,3.1670,2.1226,-0.1850
194,True,Optimization terminated successfully.,18427,24135,638.5780,0,1,-0.5695,-1.1668,-0.7585,-1.2051,-0.7647,0.4102,1.5120,2.4490,2.3784,1.0754,-4.4317,-1.3526,-0.5964,-0.2892,1.5998,2.4253
195,True,Optimization terminated successfully.,15019,19678,3257.6052,0,1,-0.6761,-1.5377,-0.5505,0.8778,0.3262,0.5685,2.0607,1.1803,-0.6204,0.5582,-4.9595,-1.9868,-0.3199,4.0035,1.9067,2.6392
196,True,Optimization terminated successfully.,5998,8080,5769.1226,0,1,-0.1399,-0.9890,-0.3221,-1.4268,-0.3508,-0.3603,0.2060,0.1706,0.1639,0.6288,-1.9118,-0.7724,1.6586,2.3780,0.6403,0.9768
197,True,Optimization terminated successfully.,26063,34001,587.6095,0,1,-0.4303,-1.0888,-1.4005,-2.3032,-0.5866,0.1772,1.2771,2.7043,4.2089,0.4366,-3.6580,-1.0622,-0.9864,-3.0180,2.3953,2.1153
198,True,Optimization terminated successfully.,10262,13638,2270.4966,0,1,0.1812,-0.6881,-1.6463,-0.1680,-1.1541,-0.8148,0.2045,0.8557,-1.2813,0.4230,-0.3104,0.4798,0.3830,4.4951,1.8688,0.6935
199,True,Optimization terminated successfully.,26208,34094,1396.9281,0,1,-0.5185,-0.9912,-0.3877,-0.4213,-1.1416,0.3149,1.2362,2.2172,0.3003,1.4993,-4.1092,-0.7771,-0.8855,2.8182,0.6313,2.2965
200,True,Optimization terminated successfully.,38427,50044,2188.6876,0,1,0.1908,-0.6101,-0.2857,-1.0965,-0.6336,-0.7915,0.2879,-0.3262,-0.0038,2.0043,-0.4208,0.6594,2.9638,2.7805,-0.4039,0.7625
201,True,Optimization terminated successfully.,21881,28617,667.4160,0,1,0.0099,-0.3573,-1.6647,-0.9737,-0.8602,-0.5421,-0.1355,2.8131,1.2229,0.7914,-1.2293,1.1716,-1.3066,1.2125,1.6965,1.1039
202,True,Optimization terminated successfully.,21580,28318,833.5580,0,1,-0.1871,-1.0455,0.1902,-0.6930,-0.5617,-0.2559,0.8912,-0.1604,1.1432,-0.3319,-2.2147,-0.4507,3.4030,1.2718,3.1175,1.4481
203,True,Optimization terminated successfully.,9161,12156,5768.2458,0,1,0.3001,-0.8599,-1.2890,-1.4935,-1.0426,-1.1165,-0.4320,0.0668,1.5745,0.2834,0.5938,0.5107,1.1561,-0.6697,2.3021,-0.2201
204,True,Optimization terminated successfully.,23645,30807,968.6405,0,1,-0.0976,-0.9166,0.3515,-2.1557,0.3376,-0.3517,0.7455,-0.6285,3.8702,-0.8143,-1.8438,-0.2798,3.9807,-2.5403,4.2064,1.3717
205,True,Optimization terminated successfully.,8886,11797,4967.3484,0,1,0.6493,-1.1204,-0.9267,-0.4517,-1.8434,-1.4900,0.5183,0.2541,-0.1372,1.5312,2.0312,-0.1980,0.5014,2.3304,-0.6276,0.1644
206,True,Optimization terminated successfully.,10966,14443,1494.7789,0,1,0.3884,-0.6200,-1.0485,0.2222,-1.7544,-1.0974,0.1791,1.6044,-1.1430,3.2337,0.6799,0.6813,0.4219,4.6611,-1.8759,0.5400
207,True,Optimization terminated successfully.,16645,21757,1475.4001,0,1,0.2236,-0.6161,-0.8501,-0.4331,-1.7355,-0.8612,0.0566,0.1052,-0.5938,1.7037,-0.1526,0.4517,2.7138,3.4033,-0.1036,0.6597
208,True,Optimization terminated successfully.,15312,20031,2518.0011,0,1,0.4111,-1.1141,-0.1115,-0.9931,0.4495,-1.1154,0.8801,-0.4185,1.5032,-0.7356,0.7573,-0.3625,2.7930,0.6596,3.9711,0.5917
209,True,Optimization terminated successfully.,13206,17399,720.2138,0,1,-0.0947,-0.8918,-1.0441,-0.1721,-1.7951,-0.3392,0.8227,1.9201,0.1984,2.9892,-1.8968,-0.3504,0.2916,2.9883,-1.3420,1.4698
210,True,Optimization terminated successfully.,9615,12705,2367.6177,0,1,-0.1596,-0.7508,-1.9612,-0.8019,-1.1238,-0.2890,0.3322,2.1606,0.3495,0.0574,-2.0866,-0.0180,-0.4236,2.4189,1.0726,1.3452
211,True,Optimization terminated successfully.,20713,27136,1140.0519,0,1,0.0280,-1.1204,-1.9171,-0.4829,-0.3004,-0.5329,1.0588,3.2348,0.0958,-0.3378,-1.2287,-0.8465,-1.7270,3.1170,2.9602,1.2125
212,True,Optimization terminated successfully.,16497,21621,646.6112,0,1,-0.2066,-0.8096,-0.2196,-0.0385,0.1386,-0.1900,0.6655,0.3591,0.0420,-1.0009,-2.4227,-0.1354,2.3138,3.1793,4.5053,1.5204
213,True,Optimization terminated successfully.,10278,13691,2729.8140,0,1,-0.0865,-0.6823,-0.4385,-1.8725,-1.6962,-0.4157,0.1353,0.5704,2.0047,0.1612,-1.6824,0.7379,0.7418,-0.9003,1.8115,1.1560
214,True,Optimization terminated successfully.,13065,17147,3667.5021,0,1,-0.5651,-1.0654,-1.7239,0.5082,0.2475,0.3797,1.3050,3.4494,0.6991,0.2279,-4.3583,-0.9872,-2.2132,2.7979,0.4848,2.2749
215,True,Optimization terminated successfully.,27284,35624,1647.4857,0,1,0.1314,-1.2630,-1.1288,-1.6688,-0.9164,-0.7226,1.0848,1.2968,2.2665,-0.3725,-0.5873,-0.8682,0.4689,-0.5438,2.9601,0.9500
216,True,Optimization terminated successfully.,9019,11907,2495.4390,0,1,-0.3179,-0.4425,-1.5318,-0.8675,-1.3269,-0.0592,-0.0789,1.3404,1.1056,0.5644,-2.9099,1.0428,0.6590,0.5867,0.2125,1.5619
217,True,Optimization terminated successfully.,27325,35630,845.2283,0,1,0.0674,-0.4931,-0.3762,-0.9078,-1.8359,-0.6187,0.0318,0.7296,1.2413,2.9487,-0.9737,0.8775,2.0946,1.3714,-1.5414,1.0643
218,True,Optimization terminated successfully.,17425,22917,4599.4749,0,1,0.1992,-1.1552,-1.2676,-1.0127,-1.5292,-0.8633,0.6050,0.5013,-0.8508,1.3701,-0.1650,-0.2188,0.8934,2.9078,-1.2555,0.6139
219,True,Optimization terminated successfully.,20885,27284,954.0420,0,1,-0.2004,-0.2986,-1.3927,-0.5342,-1.1938,-0.2266,-0.1405,2.1024,2.0147,1.6684,-2.3323,1.2728,-0.2217,0.6655,0.2691,1.4199
220,True,Optimization terminated successfully.,16132,21248,3520.4253,0,1,0.4924,-0.7332,-0.2505,0.1619,-0.6722,-1.2446,-0.0310,1.1730,0.4276,2.2889,1.2126,0.9940,0.7001,2.0497,-0.8260,0.4731
221,True,Optimization terminated successfully.,16203,21182,1006.3144,0,1,-0.0704,-0.7090,-0.7533,0.3875,-1.0097,-0.3713,0.5490,1.7980,-0.6673,1.7212,-1.7696,0.3131,-0.1852,4.1768,0.6642,1.4473
222,True,Optimization terminated successfully.,13510,17755,5196.2804,0,1,0.0647,-1.0401,-2.3307,-1.0309,-0.0071,-0.6382,0.6699,2.9108,1.7488,0.8210,-0.9221,-0.1340,-1.5103,-0.3796,-0.7123,0.8768
223,True,Optimization terminated successfully.,19506,25490,570.6301,0,1,-0.3229,-0.7260,-1.4977,-0.9425,-1.6931,0.0032,0.5991,2.7543,1.6591,2.5265,-3.0554,0.0342,-1.0858,0.7199,-0.7593,1.8475
224,True,Optimization terminated successfully.,12759,16743,868.3553,0,1,-0.1221,-1.2761,-0.8535,0.1041,-0.5921,-0.3208,1.3688,0.9753,-0.2860,-0.4001,-1.9662,-1.2361,1.3635,3.4770,3.1180,1.4316
