run,ebeam,target,hms_p,hms_th,shms_p,shms_th,run_type,x,Q2,z,thpq,BCM1_Q,BCM1_I,BCM2_Q,BCM2_I,BCM4A_Q,BCM4A_I,BCM4B_Q,BCM4B_I,BCM4C_Q,BCM4C_I,h_esing_Eff,h_hadron_Eff,p_esing_Eff,p_hadron_Eff,ps1,ps2,ps3,ps4,ps5,ps6,comp_livetime,electr_deadtime,coin,randoms,ransubcoin,normyield,normyield_err,ctmean,ctsigma,boil_corr,h_EL_CLEAN,p_EL_CLEAN
27180,6.449,LH2,-1.165,31.278,2.766,8.275,PI+SIDIS,0.22,2.2,0.5,2.0,51.946,30.771,51.69,30.62,45.72,27.083,253.9,150.4,71.226,42.192,0.9998,0.9991,0.9799,0.9816,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2210.0,668.077,1541.92,30.5168,0.941162,51.0091,0.43506,1.0,-999,37.311
27181,6.449,LH2,-1.165,31.278,2.766,8.275,PI+SIDIS,0.22,2.2,0.5,2.0,45.888,30.824,45.676,30.681,40.398,27.136,224.65,150.9,62.932,42.272,0.9998,0.999,0.9802,0.9822,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2086.0,593.077,1492.92,33.4176,1.03346,51.0092,0.42542,1.0,-999,37.362
27182,6.449,LH2,-1.165,31.278,2.766,8.275,PI+SIDIS,0.22,2.2,0.5,2.0,55.06,31.034,54.776,30.874,48.453,27.31,269.46,151.88,75.471,42.538,0.9998,0.9989,0.9816,0.9819,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2474.0,691.538,1782.46,33.2794,0.938588,51.0239,0.426532,1.0,-999,37.569
27183,6.449,LH2,-1.165,31.278,2.766,8.275,PI+SIDIS,0.22,2.2,0.5,2.0,56.852,30.833,56.537,30.662,50.024,27.13,278.02,150.78,77.906,42.251,0.9999,0.9992,0.9797,0.9821,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2570.0,723.231,1846.77,33.3961,0.926616,51.017,0.428601,1.0,-999,37.279
27184,6.449,LH2,-1.165,31.278,2.766,8.275,PI+SIDIS,0.22,2.2,0.5,2.0,56.783,30.862,56.482,30.699,49.989,27.17,278.07,151.13,77.856,42.316,0.9998,0.999,0.9824,0.9824,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2482.0,713.308,1768.69,32.0082,0.911503,51.0375,0.436389,1.0,-999,37.319
27185,6.449,LH2,-1.165,31.278,2.766,8.275,PI+SIDIS,0.22,2.2,0.5,2.0,59.6,31.122,59.302,30.966,52.478,27.402,291.74,152.33,81.732,42.678,0.9998,0.9991,0.9832,0.983,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2674.0,763.154,1910.85,32.9164,0.9005,50.9998,0.437003,1.0,-999,37.66
27186,6.449,DUMMY,-1.165,31.278,2.766,8.275,PI+SIDIS,0.22,2.2,0.5,2.0,76.157,40.848,75.81,40.662,67.197,36.042,280.83,150.62,104.68,56.15,0.9998,0.9993,0.9861,0.9842,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,799.0,151.077,647.923,8.7044,0.382494,51.0465,0.399428,1.0,0.412,13.545
27187,6.449,DUMMY,-1.165,31.278,2.766,8.275,PI+SIDIS,0.22,2.2,0.5,2.0,52.399,40.548,52.125,40.336,46.243,35.784,193.45,149.7,72.035,55.743,0.9999,0.9993,0.9852,0.9848,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,575.0,109.769,465.231,9.08521,0.4717,51.0285,0.429351,1.0,0.408,13.451
27188,6.449,DUMMY,-1.165,31.278,2.766,8.275,PI+SIDIS,0.22,2.2,0.5,2.0,94.898,40.89,94.427,40.688,83.843,36.127,349.56,150.62,130.58,56.266,0.9998,0.9989,0.986,0.986,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1051.0,194.538,856.462,9.22069,0.351501,51.0419,0.420885,1.0,0.412,13.607
27189,6.449,LH2,-1.165,44.83,5.154,10.24,PI+SIDIS,0.44,4.4,0.9,2.0,39.375,46.561,39.25,46.413,34.606,40.921,121.16,143.27,53.873,63.705,0.9987,1.0,0.9872,0.983,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,132.0,2.0,130.0,3.38244,0.299107,51.0683,0.729449,1.0,0.165,-999
27190,6.449,LH2,-1.165,44.83,5.154,10.24,PI+SIDIS,0.44,4.4,0.9,2.0,83.56,50.743,83.26,50.561,73.746,44.783,247.91,150.55,114.95,69.808,1.0,0.9993,0.9949,0.981,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,272.0,5.23077,266.769,3.27183,0.202423,51.1215,0.381671,1.0,0.178,6.574
27191,6.449,LH2,-1.165,44.83,5.154,10.24,PI+SIDIS,0.44,4.4,0.9,2.0,104.97,54.313,104.6,54.12,93.021,48.126,290.95,150.53,144.94,74.992,0.9995,0.9995,0.996,0.9825,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,348.0,5.07692,342.923,3.34308,0.181963,51.0422,0.417237,1.0,0.191,7.062
27192,6.449,LH2,-1.165,44.83,5.154,10.24,HMSDIS,0.44,4.4,0.9,2.0,49816.134,55.732,49667.423,55.566,44228.382,49.48,134606.02,150.5,68895.559,77.07,0.9999,0.9993,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,99.5362,-999,-999,-999,-999,-999,-999,-999,1.0,0.196,-999
27194,6.449,LH2,-1.165,44.83,5.154,10.24,HMSDIS,0.44,4.4,0.9,2.0,37118.127,56.147,37016.072,55.993,32774.277,49.57,100069.09,151.3,50988.913,77.12,0.9999,0.9992,-999,-999,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,0.99959,99.5352,-999,-999,-999,-999,-999,-999,-999,1.0,0.197,-999
27195,6.449,DUMMY,-1.165,44.83,5.154,10.24,PI+SIDIS,0.44,4.4,0.9,2.0,62.46,41.278,62.194,41.103,54.692,36.145,229.73,151.82,85.189,56.3,1.0,1.0,1.0,0.9755,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,34.0,0.0,34.0,0.562012,0.0963842,51.2025,0.536531,1.0,0.053,-999
27196,6.449,DUMMY,-1.165,44.83,5.154,10.24,PI+SIDIS,0.44,4.4,0.9,2.0,70.297,41.203,69.936,40.992,61.913,36.289,258.33,151.41,96.475,56.547,0.9932,0.9925,0.9231,0.9895,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,36.0,0.230769,35.7692,0.52171,0.0875343,51.0897,0.503552,1.0,0.052,-999
27197,6.449,DUMMY,-1.165,44.83,5.154,10.24,HMSDIS,0.44,4.4,0.9,2.0,36507.947,41.577,36319.804,41.362,32203.258,36.67,133766.34,152.3,50176.202,57.14,0.9998,0.9992,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99992,99.918,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999
27198,6.449,LH2,-1.165,44.83,5.154,10.24,PI+SIDIS,0.44,4.4,0.9,2.0,90.278,55.021,90.005,54.854,80.105,48.821,245.49,149.61,124.73,76.019,1.0,0.9989,0.9957,0.9846,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,285.0,4.23077,280.769,3.17292,0.190889,51.0288,0.400489,1.0,0.193,7.174
27199,6.449,LH2,-1.165,44.83,5.154,10.24,PI+SIDIS,0.44,4.4,0.9,2.0,99.527,56.553,99.268,56.406,87.76,49.867,267.56,152.03,136.45,77.538,0.9995,0.9978,0.9847,0.9861,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,328.0,5.53846,322.462,3.30022,0.185474,51.0886,0.392364,1.0,0.198,7.349
27200,6.449,DUMMY,-1.165,44.83,5.154,10.24,PI+SIDIS,0.44,4.4,0.9,2.0,74.092,41.14,73.78,40.967,64.813,35.988,272.6,151.36,100.92,56.041,1.0,0.9923,1.0,0.9888,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,38.0,0.384615,37.6154,0.516895,0.0847417,51.1347,0.362948,1.0,0.052,-999
27201,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,108.72,60.553,108.42,60.386,96.252,53.606,269.87,150.3,150.01,83.551,0.9999,0.9984,0.9814,0.9841,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,548.0,49.3846,498.615,4.68611,0.220769,51.0873,0.424946,1.0,0.211,35.087
27202,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,106.91,65.326,106.77,65.24,94.412,57.688,245.58,150.06,146.42,89.472,0.9999,0.9987,0.9851,0.9801,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,499.0,51.6923,447.308,4.28684,0.214934,51.089,0.442576,1.0,0.227,37.792
27203,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,116.34,67.15,116.49,67.239,98.13,56.639,257.76,148.77,150.44,86.832,0.9998,0.9988,0.985,0.9804,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,532.0,61.6154,470.385,4.13142,0.203483,51.2178,0.449757,1.0,0.232,37.852
27204,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,127.77,70.403,128.25,70.668,104.87,57.787,275.54,151.82,162.23,89.388,0.9999,0.9988,0.9822,0.9817,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,582.0,65.5385,516.462,4.11413,0.193008,50.9978,0.854658,1.0,0.242,39.024
27206,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,118.72,69.736,119.15,69.989,95.333,55.998,257.67,151.35,148.47,87.213,0.9999,0.9997,0.9852,0.98,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,481.0,64.9231,416.077,3.57392,0.189359,50.1775,1.11673,1.0,0.241,37.717
27208,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,104.53,65.173,104.81,65.349,84.932,52.954,235.39,146.76,132.02,82.314,0.9998,0.999,0.9879,0.9792,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,494.0,53.0769,440.923,4.30987,0.218149,49.6336,0.485255,1.0,0.225,35.905
27209,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,120.52,69.603,120.96,69.86,96.662,55.824,261.76,151.17,150.57,86.962,0.9999,0.9989,0.9831,0.9816,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,505.0,63.0,442.0,3.7335,0.190728,49.2078,0.566948,1.0,0.241,38.302
27210,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,114.19,68.495,114.63,68.761,90.233,54.124,250.02,149.96,139.54,83.699,0.9999,0.9984,0.9802,0.981,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,515.0,62.0769,452.923,4.03958,0.203338,49.7159,0.554037,1.0,0.236,37.441
27211,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,108.72,67.899,109.01,68.082,88.323,55.159,239.13,149.34,141.44,88.335,0.9997,0.9982,0.9859,0.9786,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,490.0,54.0769,435.923,4.0994,0.209047,49.9391,0.464296,1.0,0.235,37.617
27212,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,107.88,68.813,108.0,68.889,92.039,58.707,235.78,150.39,143.69,91.657,1.0,0.999,0.9835,0.977,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,429.0,56.0769,372.923,3.54456,0.197854,49.8657,0.466448,1.0,0.238,39.309
27213,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,120.0,68.844,120.13,68.919,103.09,59.143,262.11,150.36,159.96,91.767,0.9997,0.9991,0.9781,0.9747,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-999,585.0,62.6154,522.385,4.62447,0.214996,50.0387,0.411104,1.0,0.238,39.275
27214,6.449,LH2,-1.165,44.83,3.837,10.24,HMSDIS,0.44,4.4,0.67,2.0,61620.157,69.002,61705.906,69.098,52863.522,59.19,134535.94,150.6,82129.408,91.96,0.9999,0.9989,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99996,97.6274,-999,-999,-999,-999,-999,-999,-999,1.0,0.238,-999
27215,6.449,LH2,-1.165,44.83,3.837,10.24,HMSDIS,0.44,4.4,0.67,2.0,44523.941,70.771,44605.225,70.901,38536.324,61.25,95851.26,152.3,59267.532,94.2,0.9998,0.9991,-999,-999,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,1.0,97.6031,-999,-999,-999,-999,-999,-999,-999,1.0,0.245,-999
27216,6.449,DUMMY,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,71.693,40.282,71.523,40.186,62.535,35.136,269.48,151.41,97.461,54.76,1.0,1.0,0.9825,0.9752,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,78.0,1.61538,76.3846,1.09815,0.127072,50.0,0.424674,1.0,0.051,-999
27217,6.449,DUMMY,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,74.486,40.625,74.26,40.502,65.019,35.461,279.34,152.35,101.25,55.225,1.0,1.0,0.9865,0.9745,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,82.0,0.769231,81.2308,1.12551,0.125514,49.864,0.439608,1.0,0.051,-999
27218,6.449,DUMMY,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,66.21,40.088,65.965,39.939,57.813,35.004,248.84,150.66,89.974,54.475,1.0,0.9959,0.9722,0.9694,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,66.0,0.615385,65.3846,1.02547,0.127461,49.9646,0.433765,1.0,0.051,-999
27219,6.449,DUMMY,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,66.061,39.817,65.832,39.679,57.718,34.788,248.87,150.0,89.819,54.137,1.0,0.9981,0.9861,0.9702,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,70.0,1.15385,68.8462,1.08101,0.131454,49.799,0.296177,1.0,0.051,-999
27220,6.449,DUMMY,-1.165,44.83,3.837,10.24,HMSDIS,0.44,4.4,0.67,2.0,37678.254,40.594,37554.603,40.46,32932.229,35.48,141409.23,152.3,51236.852,55.2,0.9999,0.9992,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99989,99.6595,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999
27221,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,74.176,62.868,74.216,62.902,65.179,55.242,170.1,144.17,98.353,83.359,1.0,0.9985,0.9876,0.9812,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,348.0,38.0769,309.923,4.2713,0.258176,49.7921,0.456881,1.0,0.217,35.889
27222,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,112.76,67.976,112.82,68.014,99.12,59.751,247.69,149.31,150.0,90.426,1.0,0.9993,0.9784,0.9813,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,511.0,59.3846,451.615,4.09066,0.205668,49.7711,0.407519,1.0,0.235,38.83
27223,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,111.67,67.467,111.64,67.453,98.162,59.306,246.55,148.95,148.27,89.58,1.0,0.9994,0.9915,0.9818,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,560.0,55.2308,504.769,4.61859,0.217346,49.6488,0.420403,1.0,0.233,38.437
27224,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,120.71,69.211,120.69,69.202,106.2,60.895,262.97,150.77,160.53,92.042,0.9999,0.9994,0.9845,0.9799,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,612.0,65.5385,546.462,4.63408,0.21065,49.5634,0.3988,1.0,0.238,39.409
27225,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,118.96,69.084,119.0,69.107,104.83,60.881,259.51,150.7,158.53,92.066,0.9998,0.9994,0.9892,0.9792,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,549.0,58.1538,490.846,4.22502,0.202503,49.3946,0.4178,1.0,0.237,39.382
27226,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,120.7,69.505,120.77,69.547,106.52,61.339,262.49,151.15,160.76,92.572,0.9998,0.9994,0.9814,0.9813,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,577.0,59.3077,517.692,4.38139,0.204098,49.0874,0.449593,1.0,0.239,39.668
27227,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,133.28,68.138,133.34,68.167,117.71,60.176,292.62,149.59,177.29,90.633,0.9999,0.9996,0.9861,0.9801,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,617.0,71.3077,545.692,4.18814,0.191486,48.2625,0.935638,1.0,0.235,38.938
27228,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,119.27,68.575,119.22,68.544,105.34,60.566,260.81,149.95,158.68,91.231,1.0,0.9995,0.9844,0.9803,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,527.0,59.6154,467.385,4.01052,0.197839,47.3372,0.471757,1.0,0.236,39.117
27229,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,114.33,68.031,114.29,68.012,101.06,60.139,251.06,149.39,152.13,90.527,1.0,0.999,0.9857,0.9818,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,547.0,59.6923,487.308,4.35515,0.209898,46.6957,0.591903,1.0,0.235,38.844
27230,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,121.76,69.186,121.76,69.184,107.73,61.212,265.44,150.82,162.07,92.089,0.9999,0.9993,0.9876,0.9824,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,605.0,66.1538,538.846,4.51772,0.207086,46.3235,0.571856,1.0,0.238,39.478
27231,6.449,LH2,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,119.1,69.001,119.14,69.023,105.51,61.123,259.83,150.52,158.61,91.887,1.0,0.9993,0.9886,0.9827,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,558.0,61.6923,496.308,4.25093,0.203184,46.0034,0.662103,1.0,0.237,39.423
27232,6.449,DUMMY,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,73.639,40.563,73.407,40.435,64.989,35.798,276.56,152.34,101.31,55.805,1.0,0.9981,0.9733,0.9729,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,69.0,2.15385,66.8462,0.938505,0.116763,47.5662,0.400796,1.0,0.051,-999
27233,6.449,DUMMY,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,64.457,39.556,64.198,39.397,56.895,34.916,243.28,149.29,88.707,54.438,1.0,1.0,0.9492,0.9761,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,46.0,1.30769,44.6923,0.715378,0.108682,48.4512,0.416494,1.0,0.05,-999
27234,6.449,DUMMY,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,63.428,39.632,63.177,39.475,56.043,35.018,239.54,149.67,87.383,54.6,1.0,1.0,1.0,0.9741,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,57.0,1.15385,55.8462,0.910311,0.123161,49.3879,0.399327,1.0,0.051,-999
27235,6.449,DUMMY,-1.165,44.83,3.837,10.24,PI+SIDIS,0.44,4.4,0.67,2.0,69.228,40.023,68.965,39.871,61.208,35.387,260.71,150.73,95.431,55.173,0.9973,1.0,0.9634,0.9762,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,61.0,1.38462,59.6154,0.890429,0.116757,49.75,0.356987,1.0,0.051,-999
27236,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,24.411,23.798,24.322,23.711,21.576,21.034,135.24,131.85,33.622,32.777,0.9998,0.9988,0.9811,0.9809,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,208.0,45.4615,162.538,6.83753,0.61178,49.8396,0.447648,1.0,0.154,37.906
27237,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,50.101,29.168,49.879,29.039,44.29,25.786,259.22,150.92,69.056,40.204,0.9998,0.9993,0.9808,0.9799,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,443.0,105.846,337.154,6.92522,0.436277,49.9025,0.424638,1.0,0.186,46.873
27238,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,49.088,29.05,48.889,28.932,43.437,25.706,254.13,150.39,67.735,40.085,0.9998,0.9993,0.983,0.9809,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,466.0,116.077,349.923,7.32599,0.456255,49.97,0.41005,1.0,0.187,46.62
27239,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,47.454,29.055,47.27,28.942,42.019,25.727,245.7,150.43,65.534,40.125,1.0,0.999,0.9806,0.9821,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,438.0,102.692,335.308,7.25,0.456576,50.0154,0.434071,1.0,0.186,46.63
27240,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,53.354,29.242,53.163,29.137,47.215,25.877,276.2,151.38,73.567,40.32,0.9998,0.9993,0.9829,0.9816,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,525.0,119.692,405.308,7.79778,0.444673,50.0566,0.394492,1.0,0.188,46.895
27241,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,52.801,29.076,52.627,28.98,46.374,25.536,273.63,150.68,71.99,39.642,0.9999,0.9993,0.9808,0.9801,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,466.0,113.0,353.0,6.87046,0.42405,50.091,0.44638,1.0,0.187,46.444
27242,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,51.177,29.334,50.977,29.219,44.956,25.768,265.05,151.92,69.938,40.087,0.9995,0.9989,0.9833,0.981,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,471.0,113.154,357.846,7.18638,0.439846,50.0984,0.40849,1.0,0.188,46.816
27243,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,51.241,29.217,51.015,29.089,45.178,25.76,264.93,151.06,70.422,40.155,1.0,0.9989,0.9815,0.9814,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,454.0,112.308,341.692,6.85075,0.431245,50.1014,0.41501,1.0,0.187,46.738
27244,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,52.991,29.161,52.776,29.043,46.855,25.785,274.18,150.88,73.038,40.193,0.9998,0.999,0.984,0.9814,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,511.0,113.615,397.385,7.70299,0.441917,50.0618,0.418083,1.0,0.188,46.749
27245,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,49.028,28.768,48.84,28.658,43.312,25.414,253.83,148.94,67.42,39.56,0.9999,0.9988,0.9815,0.9815,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,454.0,106.385,347.615,7.27992,0.450231,50.0981,0.417419,1.0,0.185,46.104
27246,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,49.462,29.121,49.286,29.017,43.402,25.553,255.66,150.52,67.364,39.661,0.9999,0.9987,0.9815,0.9817,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,410.0,108.231,301.769,6.26126,0.424369,50.1191,0.405575,1.0,0.187,46.537
27247,6.449,LD2,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,23795.846,29.116,23713.207,29.015,20898.263,25.57,123229.82,150.7,32501.517,39.76,0.9999,0.999,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99996,95.2776,-999,-999,-999,-999,-999,-999,-999,1.0,0.187,-999
27248,6.449,LD2,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,21034.99,29.084,20958.882,28.978,18518.883,25.6,108916.01,150.5,28854.355,39.89,0.9999,0.999,-999,-999,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,1.0,95.2811,-999,-999,-999,-999,-999,-999,-999,1.0,0.187,-999
27249,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,106.51,60.142,106.26,60.002,94.89,53.577,268.01,151.32,147.89,83.502,0.9999,0.9989,0.9827,0.9762,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,610.0,137.692,472.308,4.57571,0.241344,50.0156,0.412627,1.0,0.21,49.12
27250,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,104.72,59.764,104.5,59.643,92.907,53.022,264.93,151.19,144.44,82.434,0.9998,0.9988,0.9834,0.9771,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,565.0,128.538,436.462,4.29613,0.236006,49.9823,0.432336,1.0,0.209,48.631
27251,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,105.15,59.717,104.95,59.604,92.929,52.775,266.04,151.09,144.36,81.985,0.9999,0.9989,0.977,0.9785,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,662.0,133.154,528.846,5.17564,0.253745,50.0104,0.394154,1.0,0.208,48.46
27252,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,114.49,60.364,114.31,60.267,101.6,53.569,288.22,151.95,158.35,83.486,0.9997,0.9989,0.9798,0.9776,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,707.0,148.077,558.923,5.02785,0.241108,50.0092,0.428364,1.0,0.21,49.134
27253,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,116.44,60.338,116.28,60.256,103.71,53.746,293.16,151.91,161.64,83.76,0.9998,0.9987,0.9745,0.976,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,672.0,151.385,520.615,4.61083,0.231568,49.9854,0.413881,1.0,0.21,49.281
