toy,success,message,nit,nfev,chi2,max_abs_pull,exact_inversion_flag,physical_branch_flag,dpe_C,dpe_E,dpe_D,dtheta_e_C,dtheta_e_E,dtheta_e_D,dtheta_p_common,dpp_common
164,True,Optimization terminated successfully.,2909,4350,36.026425,2.991671,0,1,0.146345,0.248167,0.191492,-0.214886,-0.288786,-0.544403,-1.917813,2.713143
165,True,Optimization terminated successfully.,2807,4195,21.645818,1.779542,0,1,2.584943,2.789410,2.712666,-1.252719,-1.365881,-1.574304,-0.573646,-0.841253
166,True,Optimization terminated successfully.,2955,4432,39.525377,2.677368,0,1,-2.194909,-2.065104,-2.132019,0.884966,0.679293,0.545916,-3.253908,5.993468
167,True,Optimization terminated successfully.,2854,4260,21.057869,2.230534,0,1,0.885857,0.958223,0.893916,-0.449027,-0.636831,-0.775703,-1.571045,1.752532
168,True,Optimization terminated successfully.,3136,4714,26.764522,2.208222,0,1,-2.442399,-2.311946,-2.396456,0.961730,0.824867,0.629710,-3.335839,6.384735
169,True,Optimization terminated successfully.,2445,3646,17.034902,1.647582,0,1,0.990072,1.005928,0.952951,-0.474430,-0.587591,-0.845223,-1.463013,1.593299
170,True,Optimization terminated successfully.,2864,4254,40.847946,2.857225,0,1,0.199188,0.387827,0.327208,-0.248227,-0.301408,-0.572393,-1.886210,2.533654
171,True,Optimization terminated successfully.,2733,4099,38.532514,2.738569,0,1,-0.478191,-0.327297,-0.384685,0.093632,-0.058441,-0.265698,-2.265543,3.540482
172,True,Optimization terminated successfully.,2453,3687,40.457316,2.540400,0,1,0.558528,0.628235,0.579616,-0.339668,-0.420243,-0.625748,-1.678159,2.199989
173,True,Optimization terminated successfully.,2932,4321,24.824405,2.378291,0,1,0.715420,0.800885,0.756883,-0.385673,-0.554089,-0.725312,-1.666776,1.934040
174,True,Optimization terminated successfully.,2938,4372,41.824436,3.183649,0,1,1.216306,1.381689,1.265915,-0.641037,-0.803247,-0.989399,-1.358322,1.160718
175,True,Optimization terminated successfully.,3098,4635,21.777210,2.555041,0,1,4.419898,4.540457,4.471026,-2.043006,-2.156272,-2.352517,0.488311,-3.323312
176,True,Optimization terminated successfully.,3160,4665,25.413069,2.506135,0,1,1.802894,1.872538,1.896664,-0.888886,-1.031887,-1.226416,-1.036798,0.336627
177,True,Optimization terminated successfully.,2379,3571,70.942639,4.139693,0,1,1.679156,1.827063,1.714346,-0.865344,-0.977037,-1.146159,-1.135315,0.509069
178,True,Optimization terminated successfully.,3079,4575,21.457975,2.123443,0,1,1.187329,1.353531,1.337451,-0.587275,-0.766218,-0.951495,-1.294606,1.202634
179,True,Optimization terminated successfully.,2606,3940,53.962326,3.875074,0,1,0.609353,0.728891,0.658472,-0.277452,-0.475533,-0.633698,-1.638632,2.045341
180,True,Optimization terminated successfully.,3011,4487,29.056776,2.660565,0,1,1.768726,1.946127,1.856949,-0.848680,-1.005589,-1.193863,-1.032123,0.320921
181,True,Optimization terminated successfully.,2775,4131,29.076032,2.808801,0,1,1.790152,1.969213,1.959502,-0.884171,-1.016343,-1.211828,-0.942899,0.345677
182,True,Optimization terminated successfully.,2510,3733,13.390624,1.659583,0,1,1.605333,1.702803,1.636224,-0.836936,-0.895430,-1.055422,-1.224894,0.637217
183,True,Optimization terminated successfully.,2816,4159,47.987286,3.508993,0,1,-0.177838,-0.107417,-0.181370,-0.080568,-0.190468,-0.325544,-2.199971,3.220504
184,True,Optimization terminated successfully.,3218,4821,30.998802,2.455708,0,1,2.530392,2.671966,2.582180,-1.211471,-1.273937,-1.514328,-0.609122,-0.684445
185,True,Optimization terminated successfully.,2374,3559,35.242488,2.560062,0,1,1.740265,1.816605,1.860406,-0.790036,-0.969666,-1.194738,-0.960189,0.444097
186,True,Optimization terminated successfully.,3317,4933,59.599212,3.749547,0,1,-0.545513,-0.416865,-0.478866,0.102597,-0.014022,-0.210365,-2.269499,3.677420
187,True,Optimization terminated successfully.,2762,4112,42.642674,2.878798,0,1,2.541916,2.618902,2.610831,-1.228912,-1.365527,-1.546048,-0.628016,-0.644436
188,True,Optimization terminated successfully.,3340,4977,20.240100,2.436307,0,1,-1.229211,-1.126059,-1.192592,0.439631,0.309955,0.120410,-2.655550,4.623721
189,True,Optimization terminated successfully.,3062,4570,45.422643,3.038388,0,1,-7.100138,-7.046756,-7.094083,3.031971,2.869511,2.640861,-5.964742,13.020393
190,True,Optimization terminated successfully.,3187,4746,44.784211,3.433960,0,1,1.893082,1.973125,1.983546,-0.971250,-1.059971,-1.341197,-1.009861,0.191313
191,True,Optimization terminated successfully.,2589,3866,20.977450,1.934828,0,1,5.882752,5.986725,6.005050,-2.692725,-2.766039,-3.007816,1.240608,-5.464863
192,True,Optimization terminated successfully.,3903,5822,26.863175,2.888792,0,1,7.980050,8.104594,8.019879,-3.562008,-3.725363,-3.895525,2.415869,-8.417727
193,True,Optimization terminated successfully.,2964,4463,33.604445,3.041232,0,1,-0.846110,-0.761136,-0.783899,0.328543,0.110433,-0.073938,-2.469307,4.117138
194,True,Optimization terminated successfully.,2745,4084,47.365693,3.489600,0,1,1.596797,1.733965,1.759999,-0.824655,-0.916730,-1.110404,-1.104668,0.558996
195,True,Optimization terminated successfully.,3237,4853,31.692954,2.517134,0,1,-5.502788,-5.357361,-5.439530,2.283993,2.139217,1.981970,-5.064022,10.678680
196,True,Optimization terminated successfully.,2522,3771,26.142396,2.136322,0,1,1.623957,1.698883,1.662574,-0.862308,-0.934908,-1.161329,-1.202156,0.622532
197,True,Optimization terminated successfully.,2988,4422,47.629914,3.696629,0,1,1.692456,1.829780,1.757228,-0.774611,-0.958373,-1.164474,-1.037927,0.550748
198,True,Optimization terminated successfully.,3284,4849,20.540244,2.858322,0,1,1.504322,1.619443,1.603199,-0.776478,-0.900388,-1.133050,-1.165468,0.792614
199,True,Optimization terminated successfully.,3007,4473,20.560303,2.133526,0,1,2.879636,3.018667,2.971874,-1.374221,-1.499797,-1.621374,-0.358506,-1.193771
200,True,Optimization terminated successfully.,2062,3104,27.490904,2.168224,0,1,0.929409,1.153135,1.151609,-0.487235,-0.693087,-0.892565,-1.409257,1.452820
201,True,Optimization terminated successfully.,2952,4398,20.775017,1.934369,0,1,-2.516214,-2.384840,-2.465226,0.970440,0.868113,0.665926,-3.371198,6.478427
202,True,Optimization terminated successfully.,3098,4598,15.066961,1.701007,0,1,1.377915,1.439882,1.356399,-0.732307,-0.820430,-1.038382,-1.260580,0.986749
203,True,Optimization terminated successfully.,2395,3596,37.738494,2.719932,0,1,1.446383,1.568149,1.570805,-0.765136,-0.883729,-1.104047,-1.222110,0.804864
204,True,Optimization terminated successfully.,2833,4234,15.022077,1.901843,0,1,3.902702,3.975498,4.002884,-1.839112,-1.944330,-2.158846,0.096161,-2.629342
205,True,Optimization terminated successfully.,3373,4953,30.007593,2.316726,0,1,1.461875,1.568564,1.562334,-0.774188,-0.862659,-1.046931,-1.131085,0.835967
206,True,Optimization terminated successfully.,2723,4078,36.229618,3.334617,0,1,2.302671,2.397273,2.365207,-1.101916,-1.207558,-1.409334,-0.744285,-0.331719
207,True,Optimization terminated successfully.,2294,3441,35.850108,2.910553,0,1,0.649687,0.736407,0.763815,-0.350125,-0.522153,-0.714604,-1.679970,2.000244
208,True,Optimization terminated successfully.,3066,4542,33.068935,2.469911,0,1,1.230176,1.349984,1.347021,-0.608904,-0.756391,-0.970271,-1.261081,1.188169
209,True,Optimization terminated successfully.,2807,4185,14.182369,1.605179,0,1,4.442129,4.571281,4.557941,-2.027947,-2.137084,-2.319535,0.433101,-3.358488
210,True,Optimization terminated successfully.,2899,4329,40.986581,2.966568,0,1,0.427581,0.523805,0.463219,-0.264022,-0.450804,-0.552107,-1.854933,2.279393
211,True,Optimization terminated successfully.,2810,4200,28.161445,3.049680,0,1,2.056786,2.301155,2.223096,-1.004211,-1.162532,-1.358906,-0.758080,-0.080386
212,True,Optimization terminated successfully.,3278,4870,36.825091,3.045269,0,1,1.145873,1.245262,1.167532,-0.585905,-0.747161,-0.959901,-1.424210,1.275148
213,True,Optimization terminated successfully.,2059,3117,20.638656,2.129579,0,1,1.326013,1.504007,1.443564,-0.624807,-0.780465,-0.995786,-1.215930,0.959630
214,True,Optimization terminated successfully.,3125,4691,44.581287,3.169341,0,1,-4.921253,-4.810911,-4.849403,2.021488,1.921067,1.683797,-4.708810,9.848507
215,True,Optimization terminated successfully.,3138,4628,62.183142,4.630297,0,1,0.474398,0.679235,0.564423,-0.355310,-0.495910,-0.659388,-1.743626,2.171557
216,True,Optimization terminated successfully.,2389,3579,33.620254,2.836940,0,1,1.576553,1.739264,1.700495,-0.797612,-0.917932,-1.095234,-1.140830,0.600307
217,True,Optimization terminated successfully.,2898,4335,33.436460,2.356016,0,1,1.200410,1.319761,1.237072,-0.668866,-0.760500,-0.990236,-1.407709,1.144868
218,True,Optimization terminated successfully.,2630,3929,26.433533,2.686573,0,1,-0.337722,-0.217509,-0.304405,0.020871,-0.155219,-0.324502,-2.227913,3.397079
219,True,Optimization terminated successfully.,2885,4285,33.310650,2.861877,0,1,2.123833,2.260019,2.195386,-1.014386,-1.119215,-1.314621,-0.843012,-0.140072
220,True,Optimization terminated successfully.,3379,5052,27.900756,2.257590,0,1,1.604217,1.766205,1.758444,-0.806724,-1.021975,-1.146896,-1.101734,0.558159
221,True,Optimization terminated successfully.,2601,3919,63.924536,3.949097,0,1,-0.719316,-0.600149,-0.647458,0.228111,0.083791,-0.096675,-2.408714,3.953724
222,True,Optimization terminated successfully.,2532,3788,38.281843,3.196883,0,1,1.434617,1.602465,1.561449,-0.765139,-0.920017,-1.113895,-1.285184,0.778930
223,True,Optimization terminated successfully.,3062,4578,56.798853,3.300737,0,1,1.768744,1.891913,1.877093,-0.837672,-0.992866,-1.248722,-0.949968,0.361039
224,True,Optimization terminated successfully.,3053,4578,36.180025,3.425933,0,1,3.086600,3.356953,3.286209,-1.465856,-1.614251,-1.841789,-0.254227,-1.626479
225,True,Optimization terminated successfully.,2946,4410,21.501179,2.238908,0,1,-7.484239,-7.279172,-7.404386,3.233357,2.999319,2.783320,-6.036514,13.470228
226,True,Optimization terminated successfully.,2687,4029,27.032974,3.040769,0,1,1.601075,1.725131,1.714625,-0.793099,-0.905690,-1.146774,-1.155740,0.642438
227,True,Optimization terminated successfully.,3048,4539,28.021264,2.259732,0,1,1.786804,1.860247,1.850491,-0.922921,-0.991154,-1.181830,-0.980075,0.386702
228,True,Optimization terminated successfully.,3082,4593,22.350157,2.089066,0,1,1.480469,1.694531,1.604293,-0.750776,-0.916405,-1.106759,-1.156067,0.750981
229,True,Optimization terminated successfully.,2987,4471,16.519417,1.827463,0,1,5.146945,5.268387,5.209219,-2.359989,-2.442116,-2.628486,0.866742,-4.337724
230,True,Optimization terminated successfully.,2844,4269,33.977852,2.687578,0,1,1.427261,1.567805,1.610575,-0.685945,-0.844315,-1.068460,-1.153773,0.812554
231,True,Optimization terminated successfully.,2834,4215,28.602172,2.889291,0,1,2.080503,2.168274,2.120935,-0.935710,-1.081697,-1.309293,-0.801119,0.005930
232,True,Optimization terminated successfully.,3097,4567,17.557999,1.832317,0,1,1.132222,1.300374,1.241921,-0.542398,-0.776320,-1.011622,-1.308609,1.263057
233,True,Optimization terminated successfully.,3501,5207,61.133569,3.816594,0,1,1.981724,2.139561,2.086697,-0.914468,-1.124581,-1.305927,-0.874913,0.040784
234,True,Optimization terminated successfully.,2865,4284,29.023589,2.787556,0,1,0.175224,0.335287,0.278539,-0.190476,-0.289557,-0.509525,-1.817946,2.651137
235,True,Optimization terminated successfully.,2848,4247,48.694769,3.429487,0,1,1.957073,2.119671,2.073387,-0.950653,-1.054472,-1.243508,-0.930970,0.089306
236,True,Optimization terminated successfully.,2683,4036,35.562133,3.961716,0,1,1.576501,1.697771,1.667415,-0.807597,-0.902324,-1.216903,-1.176145,0.677773
237,True,Optimization terminated successfully.,3238,4817,20.697856,2.349273,0,1,-0.860613,-0.753217,-0.787407,0.339811,0.146418,-0.015553,-2.460739,4.150418
238,True,Optimization terminated successfully.,2832,4238,34.018942,3.197483,0,1,2.232345,2.406524,2.359029,-1.112367,-1.192718,-1.406323,-0.751119,-0.337273
239,True,Optimization terminated successfully.,2628,3932,28.369760,2.752013,0,1,3.432092,3.589143,3.571865,-1.616943,-1.715597,-1.961706,-0.046214,-1.996497
240,True,Optimization terminated successfully.,2957,4406,18.445044,2.169031,0,1,1.602292,1.707163,1.638059,-0.823788,-0.895134,-1.129325,-1.145581,0.672448
241,True,Optimization terminated successfully.,2379,3556,43.510738,2.847390,0,1,2.024728,2.129785,2.069880,-0.974884,-1.080630,-1.370700,-0.878293,-0.000676
242,True,Optimization terminated successfully.,3338,4969,31.236759,2.204852,0,1,1.090549,1.206941,1.167608,-0.604557,-0.712157,-0.933838,-1.401569,1.340484
243,True,Optimization terminated successfully.,2507,3774,31.972851,2.722218,0,1,1.726912,1.912194,1.872831,-0.827861,-1.004681,-1.201261,-1.063527,0.385245
244,True,Optimization terminated successfully.,2686,3989,20.270553,2.126707,0,1,1.482125,1.560877,1.572091,-0.728957,-0.761733,-1.064893,-1.125953,0.851420
245,True,Optimization terminated successfully.,2664,3989,28.455965,2.570577,0,1,3.651040,3.795231,3.758901,-1.685192,-1.879673,-2.094472,-0.005773,-2.282361
246,True,Optimization terminated successfully.,2578,3861,19.989396,1.826699,0,1,2.540816,2.591667,2.554247,-1.214535,-1.302689,-1.534240,-0.678336,-0.667783
247,True,Optimization terminated successfully.,2744,4107,42.203130,2.811285,0,1,2.107816,2.220516,2.194321,-1.008265,-1.128696,-1.386446,-0.772578,-0.097152
248,True,Optimization terminated successfully.,2923,4358,16.758635,1.789126,0,1,1.829593,2.006242,1.903186,-0.873948,-1.045900,-1.185795,-1.024591,0.330601
249,True,Optimization terminated successfully.,2529,3774,58.831417,3.392586,0,1,1.412637,1.569792,1.487641,-0.683521,-0.791372,-0.955147,-1.134288,0.935161
250,True,Optimization terminated successfully.,2688,3993,37.179029,3.287172,0,1,1.524246,1.627079,1.605192,-0.729723,-0.898558,-1.072895,-1.187415,0.764356
251,True,Optimization terminated successfully.,2558,3831,47.991929,3.878763,0,1,1.800451,1.923658,1.933994,-0.914316,-1.055786,-1.204194,-0.965123,0.369746
252,True,Optimization terminated successfully.,2949,4406,30.554967,2.804116,0,1,2.170991,2.320073,2.258725,-1.029101,-1.139889,-1.335669,-0.783905,-0.196547
253,True,Optimization terminated successfully.,2919,4390,27.729878,2.757850,0,1,2.458796,2.570466,2.448723,-1.170937,-1.324459,-1.483326,-0.711823,-0.568370
254,True,Optimization terminated successfully.,2589,3907,33.341971,3.203929,0,1,1.367075,1.471853,1.429675,-0.685585,-0.846518,-0.984146,-1.300447,0.965499
255,True,Optimization terminated successfully.,3632,5383,41.034940,3.558838,0,1,1.207412,1.367525,1.329377,-0.676010,-0.805547,-1.018552,-1.359399,1.106873
256,True,Optimization terminated successfully.,2706,4028,41.445192,2.995395,0,1,1.803310,1.991994,1.925648,-0.942717,-1.026407,-1.235054,-1.008172,0.308517
257,True,Optimization terminated successfully.,2654,3972,35.219424,3.170267,0,1,1.276821,1.433468,1.398647,-0.658652,-0.795272,-1.029760,-1.333243,1.070258
258,True,Optimization terminated successfully.,2827,4232,18.315871,2.257233,0,1,0.862142,0.942848,0.912304,-0.513234,-0.637689,-0.829712,-1.604005,1.621097
259,True,Optimization terminated successfully.,2925,4355,48.929944,3.337083,0,1,0.621272,0.683057,0.641632,-0.345718,-0.447299,-0.743666,-1.626087,2.029399
260,True,Optimization terminated successfully.,2667,3960,17.854998,1.950313,0,1,1.331038,1.461987,1.361991,-0.669822,-0.775532,-0.985784,-1.221564,0.999291
261,True,Optimization terminated successfully.,2325,3528,45.266750,3.158943,0,1,2.875357,2.944136,2.942373,-1.387571,-1.437886,-1.714668,-0.443418,-1.166399
262,True,Optimization terminated successfully.,3093,4629,52.938609,3.710410,0,1,5.036332,5.151890,5.103175,-2.262945,-2.413546,-2.565431,0.828562,-4.175381
263,True,Optimization terminated successfully.,2364,3547,24.358955,2.806376,0,1,2.012615,2.114650,2.036039,-0.959303,-1.108726,-1.310468,-0.880572,0.025407
264,True,Optimization terminated successfully.,2552,3824,24.276643,2.390970,0,1,1.043182,1.197132,1.137721,-0.493561,-0.690643,-0.922415,-1.408449,1.362816
265,True,Optimization terminated successfully.,2775,4180,45.927585,3.039039,0,1,0.824376,0.942940,0.861237,-0.458385,-0.568841,-0.798301,-1.560612,1.705138
266,True,Optimization terminated successfully.,2820,4215,36.232516,3.961311,0,1,2.760258,2.848047,2.862806,-1.369713,-1.453179,-1.707975,-0.553811,-0.962751
267,True,Optimization terminated successfully.,3288,4908,43.876180,3.112127,0,1,3.939193,4.104620,4.052676,-1.825894,-1.968149,-2.173026,0.212184,-2.708816
268,True,Optimization terminated successfully.,4504,6655,45.900060,3.362722,0,1,1.184675,1.323709,1.306287,-0.577545,-0.762584,-0.990225,-1.344417,1.187955
269,True,Optimization terminated successfully.,3083,4578,31.313800,2.544585,0,1,-0.002627,0.130611,0.077811,-0.051651,-0.163860,-0.472815,-1.997327,2.881430
270,True,Optimization terminated successfully.,2642,3967,36.356110,2.600989,0,1,-0.981842,-0.866302,-0.879258,0.314479,0.148607,-0.035873,-2.636449,4.320618
271,True,Optimization terminated successfully.,2733,4132,21.823437,2.633880,0,1,0.897099,1.053769,0.975450,-0.499907,-0.648274,-0.810891,-1.560908,1.663304
272,True,Optimization terminated successfully.,2556,3811,31.216092,2.821102,0,1,2.161133,2.330577,2.251934,-1.043900,-1.225212,-1.387706,-0.861907,-0.157004
273,True,Optimization terminated successfully.,2644,3977,23.302079,2.319131,0,1,-0.526895,-0.369516,-0.485864,0.175671,-0.009039,-0.197675,-2.326980,3.629668
274,True,Optimization terminated successfully.,3178,4730,38.379194,3.202333,0,1,0.627261,0.867293,0.810926,-0.362722,-0.529941,-0.754363,-1.610513,1.989531
275,True,Optimization terminated successfully.,3344,4956,20.050767,2.149839,0,1,2.986648,3.150984,3.076214,-1.390848,-1.561414,-1.751136,-0.378189,-1.361326
276,True,Optimization terminated successfully.,2244,3368,33.546109,2.947822,0,1,1.732884,1.862573,1.813159,-0.932195,-1.054854,-1.189552,-1.114584,0.416780
277,True,Optimization terminated successfully.,3476,5161,31.418557,2.875626,0,1,1.182498,1.338722,1.250685,-0.602039,-0.784039,-0.953025,-1.344581,1.214219
278,True,Optimization terminated successfully.,2772,4131,26.274198,2.400084,0,1,0.452340,0.561239,0.486649,-0.306371,-0.495240,-0.588851,-1.818061,2.196995
279,True,Optimization terminated successfully.,3017,4501,18.512077,2.663163,0,1,1.600953,1.701054,1.685739,-0.828445,-0.955924,-1.066307,-1.082843,0.652860
280,True,Optimization terminated successfully.,2580,3854,26.329070,2.264767,0,1,0.559186,0.710817,0.679114,-0.327221,-0.453075,-0.748477,-1.656798,2.105540
281,True,Optimization terminated successfully.,2578,3872,61.091569,3.000529,0,1,1.377118,1.533595,1.407097,-0.740220,-0.807538,-1.001344,-1.282475,0.918694
282,True,Optimization terminated successfully.,2993,4482,45.163868,3.548702,0,1,1.732081,1.818621,1.747321,-0.880695,-0.920445,-1.126353,-1.057070,0.511077
283,True,Optimization terminated successfully.,2724,4065,41.607814,3.004492,0,1,3.695531,3.835290,3.734798,-1.712365,-1.834070,-2.064558,0.031977,-2.335951
284,True,Optimization terminated successfully.,2464,3673,28.670272,2.643833,0,1,1.015816,1.082061,1.119742,-0.543446,-0.634685,-0.818215,-1.473658,1.452822
285,True,Optimization terminated successfully.,2712,4060,52.760616,4.207127,0,1,0.248196,0.437564,0.300202,-0.158660,-0.363258,-0.534964,-1.833458,2.588284
