toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_C,dthe_E,dthe_D,dpe_C,dpe_E,dpe_D,dthp,dpp
563,True,Optimization terminated successfully.,2847,4263,22.0851,0,1,0.4371,0.2522,0.0868,-1.2117,-1.0754,-1.1808,0.2951,4.6913
564,True,Optimization terminated successfully.,2449,3699,22.2020,1,0,-2.4090,-2.6582,-2.8953,5.5526,5.6722,5.5098,4.0425,-4.8484
565,True,Optimization terminated successfully.,2380,3562,3.8671,0,1,-1.3040,-1.4587,-1.6225,2.8225,2.8836,2.8168,2.5659,-0.9731
566,True,Optimization terminated successfully.,2613,3892,23.2424,1,0,5.3995,5.2840,4.9858,-12.5135,-12.3922,-12.4697,-5.9033,20.7887
567,True,Optimization terminated successfully.,2642,4008,23.7906,1,0,5.4282,5.1775,5.1071,-12.6867,-12.6058,-12.7503,-6.1155,21.0029
568,True,Optimization terminated successfully.,2381,3577,17.8990,1,0,-7.9074,-8.0912,-8.3001,18.0159,18.1031,18.0058,10.8597,-22.5295
569,True,Optimization terminated successfully.,2423,3651,11.8768,1,0,-2.4027,-2.5499,-2.7519,5.2275,5.2636,5.1387,3.7757,-4.3688
570,True,Optimization terminated successfully.,2584,3834,8.4042,0,1,0.0322,-0.0764,-0.1959,-0.5307,-0.3901,-0.5070,0.7113,3.6934
571,True,Optimization terminated successfully.,2696,4017,26.3733,0,1,-0.2702,-0.5174,-0.6771,0.4350,0.5581,0.5303,1.2298,2.3328
572,True,Optimization terminated successfully.,2276,3399,15.9253,1,0,1.6812,1.4936,1.3659,-4.0945,-3.8773,-4.0110,-1.2563,8.6941
573,True,Optimization terminated successfully.,2533,3792,15.2608,1,0,2.6836,2.5779,2.3127,-6.2786,-6.1970,-6.3842,-2.4332,11.9266
574,True,Optimization terminated successfully.,2206,3310,6.9034,1,0,0.8952,0.8201,0.5353,-2.2733,-2.1713,-2.2206,-0.2535,6.1402
575,True,Optimization terminated successfully.,2584,3860,21.2782,1,0,1.4291,1.3037,1.0727,-3.5567,-3.4518,-3.5117,-0.9352,8.0077
576,True,Optimization terminated successfully.,2705,4046,4.9023,1,0,2.0901,1.8681,1.6964,-4.9759,-4.7842,-4.9565,-1.7116,9.9680
577,True,Optimization terminated successfully.,2515,3790,12.7976,0,1,0.5356,0.4102,0.1322,-1.3333,-1.2747,-1.3898,0.2668,4.9253
578,True,Optimization terminated successfully.,2103,3164,19.2990,0,1,-0.3222,-0.5148,-0.7346,0.4748,0.6919,0.5634,1.2272,2.2155
579,True,Optimization terminated successfully.,2437,3633,17.2420,0,1,0.4244,0.3273,0.0596,-1.2420,-1.1632,-1.2061,0.2983,4.6759
580,True,Optimization terminated successfully.,2359,3557,10.4891,1,0,2.5152,2.2785,2.2381,-6.0298,-5.9750,-6.0867,-2.4617,11.5597
581,True,Optimization terminated successfully.,2300,3443,15.0773,1,0,1.6263,1.4722,1.3007,-3.8289,-3.8922,-3.8830,-1.1458,8.4572
582,True,Optimization terminated successfully.,2886,4284,21.5000,1,0,-2.5755,-2.7911,-2.9545,5.6680,5.8665,5.7298,4.1934,-5.1137
583,True,Optimization terminated successfully.,2240,3348,8.1137,0,1,-0.3284,-0.3902,-0.6101,0.3372,0.4313,0.3097,1.0248,2.5047
584,True,Optimization terminated successfully.,2664,3988,5.5554,1,0,1.0472,0.9001,0.6480,-2.6452,-2.5664,-2.6741,-0.4201,6.7275
585,True,Optimization terminated successfully.,2766,4143,42.2404,1,0,9.0454,8.9297,8.6561,-21.0164,-20.9311,-21.0084,-10.6080,32.7793
586,True,Optimization terminated successfully.,2994,4505,9.6118,1,0,10.1143,9.8561,9.7002,-23.3488,-23.1992,-23.3044,-11.8436,36.0230
587,True,Optimization terminated successfully.,2692,4021,14.4369,0,1,-1.9803,-2.0947,-2.3283,4.3129,4.3640,4.3799,3.3713,-3.1197
588,True,Optimization terminated successfully.,2583,3893,1.6007,1,0,0.7098,0.5082,0.4381,-1.8708,-1.7219,-1.7801,0.0022,5.5545
589,True,Optimization terminated successfully.,2646,3942,15.4956,0,1,0.0745,-0.0393,-0.2272,-0.5126,-0.3719,-0.5584,0.6868,3.7112
590,True,Optimization terminated successfully.,2354,3539,32.6978,1,0,0.9351,0.7013,0.5301,-2.2569,-2.1215,-2.2788,-0.3353,6.2122
591,True,Optimization terminated successfully.,2427,3646,11.4820,0,1,0.2798,0.0746,-0.0533,-0.7824,-0.6676,-0.8187,0.6857,4.1436
592,True,Optimization terminated successfully.,2284,3433,34.2639,1,0,0.6681,0.5001,0.3055,-1.7178,-1.5728,-1.7092,0.0261,5.4253
593,True,Optimization terminated successfully.,2356,3535,16.2989,1,0,6.2128,5.9670,5.7942,-14.3511,-14.2623,-14.2472,-6.9881,23.3010
594,True,Optimization terminated successfully.,2560,3778,7.0700,1,0,-2.2533,-2.4064,-2.6137,4.9394,5.0462,4.8759,3.5622,-4.0000
595,True,Optimization terminated successfully.,2429,3677,21.4886,1,0,5.3808,5.2068,5.0457,-12.4643,-12.4153,-12.4355,-5.9504,20.6841
596,True,Optimization terminated successfully.,2740,4145,12.4223,1,0,7.0058,6.7429,6.5787,-16.0909,-16.0141,-16.1214,-7.9154,25.8711
597,True,Optimization terminated successfully.,2279,3439,11.1293,1,0,1.0511,0.8534,0.6366,-2.6505,-2.4282,-2.5861,-0.4163,6.6239
598,True,Optimization terminated successfully.,2588,3878,15.8008,1,0,0.7594,0.6625,0.4126,-1.9887,-1.8802,-2.0445,-0.1452,5.7553
599,True,Optimization terminated successfully.,2146,3231,13.2420,1,0,2.2961,2.1768,2.0193,-5.5370,-5.4215,-5.6244,-2.0626,10.8541
600,True,Optimization terminated successfully.,2622,3895,11.2510,1,0,0.9677,0.7993,0.5855,-2.3846,-2.3378,-2.4618,-0.3380,6.4027
601,True,Optimization terminated successfully.,2565,3847,7.0296,1,0,-2.9060,-2.9781,-3.1277,6.3721,6.4492,6.3703,4.4784,-5.9880
602,True,Optimization terminated successfully.,2462,3693,27.1124,1,0,-2.7544,-2.9144,-3.0663,6.0599,6.1345,6.0371,4.2994,-5.5940
603,True,Optimization terminated successfully.,2678,4062,25.5489,1,0,7.1317,6.9805,6.7693,-16.5644,-16.4306,-16.6172,-8.1425,26.4645
604,True,Optimization terminated successfully.,2169,3230,12.5427,0,1,0.3313,0.0809,-0.0059,-0.8850,-0.7657,-0.8716,0.5632,4.2155
605,True,Optimization terminated successfully.,2676,3986,23.8532,1,0,3.1188,2.9239,2.6612,-7.3594,-7.2791,-7.3787,-3.0911,13.3777
606,True,Optimization terminated successfully.,2511,3733,30.5594,1,0,0.6663,0.4411,0.3600,-1.7576,-1.6088,-1.8200,0.0162,5.4950
607,True,Optimization terminated successfully.,2449,3645,16.6572,1,0,3.9393,3.7531,3.6408,-9.2844,-9.1949,-9.4372,-4.1168,16.1530
608,True,Optimization terminated successfully.,2673,4001,18.3990,1,0,2.1625,1.9912,1.7521,-4.9666,-4.8851,-5.0033,-1.6637,10.0935
609,True,Optimization terminated successfully.,2271,3434,16.5929,1,0,0.8708,0.6183,0.4229,-2.0604,-1.9875,-2.1297,-0.1386,5.9544
610,True,Optimization terminated successfully.,2632,3921,13.3055,1,0,1.2323,1.0409,0.7955,-2.9361,-2.8203,-2.9769,-0.6408,7.2066
611,True,Optimization terminated successfully.,2285,3420,9.9135,0,1,0.4520,0.3340,0.1017,-1.2851,-1.1542,-1.2738,0.2573,4.7858
612,True,Optimization terminated successfully.,2908,4330,19.5591,0,1,-1.2488,-1.4057,-1.6349,2.7174,2.6808,2.5875,2.5037,-0.7207
613,True,Optimization terminated successfully.,2315,3485,17.8910,1,0,1.4018,1.2420,1.0342,-3.3858,-3.3493,-3.3754,-0.9223,7.8225
614,True,Optimization terminated successfully.,2332,3500,20.7380,0,1,0.3642,0.1614,-0.0730,-0.8713,-0.7797,-0.8280,0.4734,4.2326
615,True,Optimization terminated successfully.,2554,3830,5.1307,1,0,-13.7863,-13.9210,-14.1687,31.4935,31.6191,31.5022,18.4102,-41.6242
616,True,Optimization terminated successfully.,2533,3839,10.4810,1,0,-9.1259,-9.2466,-9.4750,20.7343,20.8793,20.6763,12.3656,-26.3807
617,True,Optimization terminated successfully.,2220,3337,17.1947,0,1,-0.2635,-0.4412,-0.5945,0.4090,0.5157,0.3028,1.2085,2.4174
618,True,Optimization terminated successfully.,2716,4054,10.2462,1,0,-2.5220,-2.7107,-2.9242,5.6006,5.8159,5.5992,4.1290,-4.9537
619,True,Optimization terminated successfully.,2531,3825,9.3002,1,0,3.6221,3.5161,3.2755,-8.4376,-8.4159,-8.4856,-3.6291,15.0449
620,True,Optimization terminated successfully.,2474,3694,18.5636,1,0,1.1145,0.9789,0.7820,-2.7923,-2.7533,-2.8760,-0.6268,6.9928
621,True,Optimization terminated successfully.,2119,3195,0.8641,1,0,1.9815,1.8484,1.6096,-4.7384,-4.6445,-4.8431,-1.6693,9.7160
622,True,Optimization terminated successfully.,2311,3466,14.0937,0,1,-0.3315,-0.5257,-0.7001,0.6445,0.7215,0.6419,1.4055,2.0767
623,True,Optimization terminated successfully.,2522,3765,7.9203,0,1,-2.0278,-2.1411,-2.3678,4.4863,4.5908,4.4238,3.5863,-3.3696
624,True,Optimization terminated successfully.,2476,3715,23.0514,1,0,3.3912,3.1980,3.0324,-7.8826,-7.7340,-7.8671,-3.3819,14.1608
625,True,Optimization terminated successfully.,2376,3548,8.0908,1,0,0.8558,0.7028,0.5538,-2.1753,-2.1300,-2.1173,-0.2216,6.0743
626,True,Optimization terminated successfully.,2716,4041,10.0397,1,0,2.6121,2.5033,2.3234,-6.3092,-6.1812,-6.3004,-2.4135,11.8954
627,True,Optimization terminated successfully.,2514,3756,18.2187,0,1,0.1822,0.0662,-0.1848,-0.6903,-0.5897,-0.6801,0.6673,3.9037
628,True,Optimization terminated successfully.,2606,3867,10.2342,1,0,1.1004,0.9378,0.6629,-2.6465,-2.5045,-2.7181,-0.5030,6.7655
629,True,Optimization terminated successfully.,2253,3372,18.8392,1,0,0.6235,0.3643,0.2237,-1.4685,-1.3223,-1.4157,0.3205,5.0644
630,True,Optimization terminated successfully.,2505,3756,13.0475,1,0,-2.2151,-2.4391,-2.6461,4.9489,5.1699,4.8942,3.6969,-4.0236
631,True,Optimization terminated successfully.,2729,4101,3.6875,1,0,2.0335,1.8512,1.6897,-4.9094,-4.8444,-4.9443,-1.7846,10.0146
632,True,Optimization terminated successfully.,2340,3556,23.7645,1,0,-6.0155,-6.2124,-6.4020,13.6026,13.6282,13.5703,8.3799,-16.2728
633,True,Optimization terminated successfully.,2626,3890,8.3228,0,1,-0.5244,-0.6361,-0.9434,0.9180,1.0745,0.8871,1.4697,1.6261
634,True,Optimization terminated successfully.,2462,3670,1.3626,1,0,2.3555,2.2704,2.0079,-5.5894,-5.5569,-5.5938,-2.1047,10.9011
635,True,Optimization terminated successfully.,2788,4173,9.6006,1,0,1.5893,1.5432,1.3046,-3.8481,-3.7800,-3.8735,-1.0938,8.5125
636,True,Optimization terminated successfully.,2707,4070,12.6138,1,0,4.3652,4.1833,4.0169,-10.2672,-10.1026,-10.2787,-4.7282,17.4776
637,True,Optimization terminated successfully.,2660,4013,24.3523,1,0,1.7729,1.6427,1.3612,-4.2180,-4.1647,-4.2990,-1.3364,9.0148
638,True,Optimization terminated successfully.,2541,3794,14.2734,0,1,-0.8373,-0.9729,-1.1320,1.6115,1.6830,1.6062,1.9250,0.7166
639,True,Optimization terminated successfully.,2782,4125,8.5483,0,1,-1.9306,-2.0464,-2.2492,4.2301,4.3660,4.2143,3.4350,-2.9904
640,True,Optimization terminated successfully.,2344,3530,10.6350,1,0,-3.3944,-3.6030,-3.8000,7.7206,7.7829,7.7483,5.2959,-7.9325
641,True,Optimization terminated successfully.,2256,3405,21.7667,1,0,0.6590,0.5846,0.3035,-1.8534,-1.8350,-1.8424,-0.0179,5.6366
642,True,Optimization terminated successfully.,2165,3260,11.8488,1,0,-5.4921,-5.6422,-5.7418,12.2051,12.3591,12.1485,7.7556,-14.3234
643,True,Optimization terminated successfully.,2539,3798,20.1759,1,0,0.8477,0.6825,0.4959,-2.1108,-2.0613,-2.1796,-0.2561,6.0017
644,True,Optimization terminated successfully.,2521,3765,8.5025,0,1,0.3525,0.2043,0.0600,-1.1501,-1.0410,-1.1182,0.3103,4.6083
645,True,Optimization terminated successfully.,2270,3406,13.9514,1,0,0.8483,0.6948,0.4252,-2.1040,-2.0125,-2.1007,-0.1315,5.9629
646,True,Optimization terminated successfully.,2556,3838,11.7451,1,0,1.3930,1.1465,1.0295,-3.3913,-3.2500,-3.4184,-0.9222,7.8128
647,True,Optimization terminated successfully.,2677,4022,17.8448,0,1,0.0451,-0.1239,-0.4123,-0.2582,-0.1302,-0.2498,0.9689,3.3657
648,True,Optimization terminated successfully.,2730,4069,21.5621,1,0,5.0652,4.8648,4.6219,-11.7237,-11.6377,-11.8281,-5.4339,19.6347
649,True,Optimization terminated successfully.,2529,3814,26.5185,0,1,-0.0589,-0.2447,-0.4651,0.0783,0.1314,0.0313,1.0527,2.8956
650,True,Optimization terminated successfully.,2567,3881,13.2818,1,0,-4.0493,-4.1730,-4.3589,9.0019,9.0875,9.0085,5.8937,-9.7555
651,True,Optimization terminated successfully.,2629,3923,28.1756,0,1,-0.7878,-0.8789,-1.0412,1.4101,1.4999,1.3984,1.7944,0.9615
652,True,Optimization terminated successfully.,2635,3954,14.4834,1,0,-10.6411,-10.8477,-11.0453,24.2136,24.2885,24.1525,14.3430,-31.2981
653,True,Optimization terminated successfully.,2680,4037,10.9392,0,1,-0.9093,-1.0372,-1.1621,1.7957,1.7886,1.7097,1.8545,0.5321
654,True,Optimization terminated successfully.,2175,3272,15.4489,1,0,1.5520,1.3551,1.2594,-3.6974,-3.6151,-3.7024,-0.9484,8.2190
655,True,Optimization terminated successfully.,2273,3387,5.8363,0,1,-0.4478,-0.6451,-0.7656,0.8517,0.9773,0.8552,1.5758,1.7358
656,True,Optimization terminated successfully.,2281,3428,17.2586,0,1,0.4287,0.2393,0.0747,-1.2212,-1.0769,-1.1897,0.3174,4.6553
657,True,Optimization terminated successfully.,2340,3500,20.9727,0,1,-0.0325,-0.2881,-0.4187,0.0362,0.1307,0.0804,1.0402,2.9075
658,True,Optimization terminated successfully.,2146,3213,25.7025,0,1,0.0270,-0.1106,-0.2881,-0.3911,-0.2580,-0.4239,0.7246,3.5592
659,True,Optimization terminated successfully.,2109,3181,18.5563,1,0,1.9482,1.8328,1.6086,-4.6494,-4.6269,-4.6694,-1.5490,9.5862
660,True,Optimization terminated successfully.,2535,3803,12.9840,1,0,2.8228,2.6997,2.5064,-6.7670,-6.7121,-6.8270,-2.7206,12.6262
661,True,Optimization terminated successfully.,2779,4128,27.2815,1,0,2.5608,2.4411,2.2559,-6.1574,-6.1173,-6.1896,-2.3744,11.7731
662,True,Optimization terminated successfully.,2911,4388,18.4836,1,0,5.3428,5.2688,5.0979,-12.4968,-12.4722,-12.5364,-5.8949,20.7941
663,True,Optimization terminated successfully.,2658,3996,24.7081,1,0,1.6326,1.4235,1.2698,-4.0204,-3.8995,-3.9555,-1.2431,8.6403
664,True,Optimization terminated successfully.,2290,3457,11.2152,0,1,-2.2384,-2.2852,-2.5660,4.9157,4.9784,4.8878,3.7182,-3.9561
665,True,Optimization terminated successfully.,2677,3988,8.6062,0,1,-0.1584,-0.2084,-0.4864,0.0755,0.2726,0.0281,1.0344,2.8684
666,True,Optimization terminated successfully.,2668,4003,16.2876,1,0,5.2665,5.1125,4.9606,-12.3607,-12.2624,-12.2496,-5.8714,20.5147
667,True,Optimization terminated successfully.,2554,3799,25.2587,1,0,-2.2644,-2.5812,-2.7799,5.3498,5.4322,5.2820,3.9828,-4.5651
668,True,Optimization terminated successfully.,2470,3705,13.1482,1,0,2.4510,2.2443,2.0667,-5.7580,-5.6279,-5.7604,-2.2142,11.1543
669,True,Optimization terminated successfully.,2373,3547,20.4804,0,1,-0.2929,-0.3805,-0.6077,0.3634,0.4083,0.2416,1.1250,2.4667
670,True,Optimization terminated successfully.,2551,3796,42.4048,0,1,-1.1253,-1.3677,-1.5867,2.4397,2.5618,2.4170,2.2706,-0.4334
671,True,Optimization terminated successfully.,2856,4274,10.2281,1,0,1.6560,1.4839,1.2724,-4.0186,-3.9744,-4.0055,-1.1928,8.6744
672,True,Optimization terminated successfully.,2348,3494,21.6802,0,1,-0.0097,-0.1384,-0.2594,-0.2956,-0.2488,-0.3459,0.8156,3.4477
673,True,Optimization terminated successfully.,2662,3970,10.3211,0,1,-1.6995,-1.7795,-1.9811,3.6209,3.6516,3.5212,2.8761,-2.0724
674,True,Optimization terminated successfully.,2999,4437,8.7770,1,0,2.4711,2.3028,2.0024,-5.6528,-5.4912,-5.6833,-2.0799,11.0571
675,True,Optimization terminated successfully.,2658,3926,14.5109,0,1,-0.4034,-0.5076,-0.7764,0.6419,0.7104,0.5479,1.2180,2.0455
676,True,Optimization terminated successfully.,2465,3730,9.4371,1,0,2.3632,2.1916,2.0219,-5.6096,-5.4643,-5.6102,-2.0702,10.9303
677,True,Optimization terminated successfully.,2499,3768,5.3773,1,0,0.9243,0.7822,0.6526,-2.5104,-2.3696,-2.4726,-0.4125,6.5004
678,True,Optimization terminated successfully.,2002,3016,14.9486,1,0,0.7501,0.5583,0.2881,-1.8334,-1.6994,-1.7957,0.0701,5.5237
679,True,Optimization terminated successfully.,3355,4988,13.2289,1,0,0.8853,0.8431,0.5519,-2.3602,-2.2403,-2.3631,-0.1710,6.3400
680,True,Optimization terminated successfully.,2458,3651,6.1759,0,1,-1.5868,-1.6682,-1.8802,3.4356,3.4877,3.4474,2.8281,-1.8430
681,True,Optimization terminated successfully.,2316,3498,13.3668,1,0,1.6960,1.5117,1.3904,-4.2087,-4.1010,-4.2026,-1.3399,8.8759
682,True,Optimization terminated successfully.,2358,3519,11.2194,0,1,-0.2532,-0.3669,-0.5772,0.1539,0.3199,0.2091,1.1187,2.6539
683,True,Optimization terminated successfully.,2239,3372,36.0176,1,0,2.0671,1.9132,1.6627,-4.9411,-4.8145,-4.9954,-1.6743,9.9523
684,True,Optimization terminated successfully.,2410,3616,11.9413,0,1,-0.8845,-1.1132,-1.2310,1.7992,1.9025,1.7730,1.9166,0.4561
685,True,Optimization terminated successfully.,2778,4116,6.8869,0,1,0.1290,-0.0136,-0.2994,-0.3951,-0.2161,-0.4070,0.8007,3.4651
686,True,Optimization terminated successfully.,2220,3372,16.3539,1,0,-9.1758,-9.3085,-9.4657,20.7848,20.7926,20.8043,12.4768,-26.4710
687,True,Optimization terminated successfully.,2505,3779,9.1192,1,0,1.4309,1.2589,1.0428,-3.5171,-3.4436,-3.5685,-1.0953,7.9764
688,True,Optimization terminated successfully.,2357,3553,26.5790,1,0,13.7069,13.5900,13.4371,-31.8071,-31.6027,-31.8295,-16.6457,47.9754
689,True,Optimization terminated successfully.,2554,3890,11.1281,1,0,-17.0731,-17.2013,-17.4334,38.9717,39.0375,38.9760,22.4758,-52.2215
690,True,Optimization terminated successfully.,2924,4338,16.3764,0,1,-0.3610,-0.4761,-0.7275,0.6237,0.6516,0.5783,1.3872,2.1854
691,True,Optimization terminated successfully.,2452,3689,9.3635,1,0,1.3407,1.2676,1.0324,-3.4333,-3.3197,-3.4245,-0.8232,7.7991
692,True,Optimization terminated successfully.,2491,3740,25.3724,1,0,-3.2430,-3.4710,-3.6722,7.2483,7.4527,7.3704,4.9157,-7.3940
693,True,Optimization terminated successfully.,3020,4488,26.9910,1,0,3.9063,3.8822,3.5727,-9.2886,-9.1798,-9.3300,-4.2525,16.1637
694,True,Optimization terminated successfully.,2569,3828,20.3690,0,1,-1.0078,-1.1511,-1.4263,2.1963,2.2896,2.1838,2.2260,-0.1052
695,True,Optimization terminated successfully.,2662,3971,18.6330,1,0,2.2537,2.1226,1.8971,-5.2905,-5.2019,-5.3074,-1.9312,10.4879
696,True,Optimization terminated successfully.,2840,4256,27.2954,1,0,1.4541,1.3285,1.0615,-3.6909,-3.6035,-3.7483,-0.9850,8.2212
697,True,Optimization terminated successfully.,3002,4497,21.2941,1,0,12.2973,12.1804,11.9040,-28.3687,-28.2689,-28.4137,-14.6533,43.2944
698,True,Optimization terminated successfully.,2341,3528,20.1832,0,1,-0.3111,-0.4860,-0.6862,0.4559,0.6270,0.4947,1.2069,2.2443
699,True,Optimization terminated successfully.,2296,3474,23.1237,1,0,3.0186,2.8804,2.6164,-7.1125,-7.0202,-7.1055,-2.9653,13.0630
700,True,Optimization terminated successfully.,2309,3437,11.7984,1,0,1.8819,1.7478,1.6299,-4.5446,-4.4829,-4.6370,-1.5002,9.5232
701,True,Optimization terminated successfully.,2476,3681,4.4887,0,1,-1.4367,-1.5097,-1.7314,3.0158,3.1136,2.9625,2.7227,-1.2576
702,True,Optimization terminated successfully.,2491,3740,17.5676,1,0,9.9888,9.7928,9.5880,-23.0754,-22.9065,-23.0896,-11.7269,35.6460
703,True,Optimization terminated successfully.,2433,3652,35.1539,1,0,2.0123,1.8053,1.6563,-4.7045,-4.5693,-4.7756,-1.7080,9.6917
704,True,Optimization terminated successfully.,2635,3963,6.2096,1,0,7.7187,7.5210,7.3630,-17.8768,-17.8091,-17.8884,-8.8194,28.3567
705,True,Optimization terminated successfully.,2501,3749,6.9972,1,0,0.7341,0.5397,0.4373,-1.8808,-1.7046,-1.8393,-0.0940,5.6151
706,True,Optimization terminated successfully.,2440,3636,21.3800,1,0,2.4566,2.1925,2.0207,-5.8001,-5.6774,-5.8072,-2.2954,11.1770
707,True,Optimization terminated successfully.,2423,3624,4.6221,0,1,-1.3524,-1.5032,-1.7411,2.8231,2.9271,2.8200,2.5128,-1.0649
708,True,Optimization terminated successfully.,2232,3333,19.8922,1,0,1.0007,0.9363,0.6110,-2.5113,-2.4112,-2.4387,-0.3486,6.5480
709,True,Optimization terminated successfully.,2273,3404,5.8043,1,0,0.9533,0.7217,0.5293,-2.4379,-2.2912,-2.3924,-0.4090,6.3660
710,True,Optimization terminated successfully.,2305,3420,9.4279,0,1,-1.3692,-1.5214,-1.7051,2.8711,3.0439,2.9570,2.5656,-1.1627
711,True,Optimization terminated successfully.,2443,3634,16.5990,0,1,-1.3419,-1.4708,-1.6970,2.7815,2.9143,2.7692,2.4962,-0.9941
712,True,Optimization terminated successfully.,2923,4376,15.2169,1,0,1.6088,1.3571,1.1259,-3.7688,-3.6712,-3.7551,-1.0838,8.3365
713,True,Optimization terminated successfully.,2964,4399,30.6440,1,0,1.6522,1.5049,1.2428,-4.0238,-3.9645,-4.0974,-1.3423,8.7173
714,True,Optimization terminated successfully.,2441,3684,37.4465,0,1,-2.1838,-2.2913,-2.4787,4.8441,4.8944,4.7808,3.6884,-3.7987
715,True,Optimization terminated successfully.,2723,4097,16.3898,1,0,-6.2688,-6.4502,-6.6643,14.2488,14.3167,14.2909,8.9649,-17.1921
716,True,Optimization terminated successfully.,2798,4176,13.2093,1,0,0.6484,0.5197,0.2668,-1.7116,-1.5745,-1.6890,0.0007,5.3032
717,True,Optimization terminated successfully.,3824,5656,4.7392,1,0,-32.8954,-33.1007,-33.3007,75.2373,75.3380,75.2108,42.5884,-103.6876
718,True,Optimization terminated successfully.,2335,3522,19.2343,0,1,0.3524,0.2015,-0.0061,-0.9685,-0.8299,-0.9193,0.5148,4.3202
719,True,Optimization terminated successfully.,2224,3322,14.4635,1,0,0.7607,0.5585,0.4058,-1.9384,-1.7299,-1.8734,-0.0022,5.6321
720,True,Optimization terminated successfully.,2887,4269,21.4956,1,0,1.2128,0.9589,0.8531,-3.0047,-2.8078,-2.9481,-0.6792,7.1958
721,True,Optimization terminated successfully.,3248,4813,17.8737,1,0,0.9335,0.8703,0.5924,-2.3708,-2.2929,-2.3491,-0.2734,6.4453
722,True,Optimization terminated successfully.,2628,3916,17.4805,0,1,-0.7220,-0.8623,-1.1896,1.4889,1.6009,1.3921,1.8043,0.8800
