toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_C,dthe_E,dthe_D,dpe_C,dpe_E,dpe_D,dthp,dpp
1107,True,Optimization terminated successfully.,2455,3680,23.8490,1,0,1.1355,1.0381,0.8805,-2.9250,-2.8299,-2.9312,-0.6925,7.0923
1108,True,Optimization terminated successfully.,2325,3533,12.1367,1,0,2.5577,2.4223,2.1884,-6.0459,-5.9924,-6.0823,-2.3609,11.5896
1109,True,Optimization terminated successfully.,2450,3661,11.6951,1,0,2.4860,2.3243,2.0512,-5.6777,-5.5987,-5.6661,-2.1349,11.0471
1110,True,Optimization terminated successfully.,2505,3758,20.4526,1,0,1.2453,1.1648,0.9812,-3.2364,-3.1822,-3.2866,-0.7646,7.6114
1111,True,Optimization terminated successfully.,2547,3872,14.7076,1,0,-10.3599,-10.5834,-10.7473,23.5875,23.6948,23.5981,13.9874,-30.4243
1112,True,Optimization terminated successfully.,2536,3871,15.9563,1,0,13.4829,13.4426,13.1709,-31.1501,-31.1013,-31.2580,-16.2105,47.2277
1113,True,Optimization terminated successfully.,2581,3877,12.5324,1,0,1.1490,1.0458,0.7461,-2.8100,-2.6302,-2.7502,-0.5486,6.9967
1114,True,Optimization terminated successfully.,3010,4522,15.1284,1,0,2.6149,2.3858,2.2198,-6.1230,-6.0202,-6.0953,-2.4423,11.6787
1115,True,Optimization terminated successfully.,2987,4471,18.1591,1,0,0.7081,0.4952,0.2611,-1.7580,-1.5841,-1.6993,0.0746,5.4221
1116,True,Optimization terminated successfully.,2412,3624,20.4016,0,1,-1.3153,-1.4256,-1.5647,2.6212,2.7163,2.6162,2.4350,-0.8043
1117,True,Optimization terminated successfully.,2094,3147,6.4022,1,0,0.9133,0.7569,0.5602,-2.2316,-2.2107,-2.2784,-0.2664,6.1770
1118,True,Optimization terminated successfully.,2501,3711,12.6543,0,1,0.1120,-0.0147,-0.2482,-0.4280,-0.3159,-0.4033,0.9144,3.5568
1119,True,Optimization terminated successfully.,2353,3506,20.9194,1,0,2.0634,1.8813,1.7326,-4.9072,-4.8209,-4.9572,-1.6267,9.9292
1120,True,Optimization terminated successfully.,2575,3867,20.4345,1,0,3.2623,3.1203,2.9704,-7.8042,-7.7139,-7.8053,-3.4192,14.0494
1121,True,Optimization terminated successfully.,2430,3633,6.6284,1,0,0.8813,0.7655,0.5617,-2.2949,-2.3131,-2.3306,-0.3243,6.2680
1122,True,Optimization terminated successfully.,2574,3864,11.4840,0,1,0.2483,0.1311,-0.1256,-0.7503,-0.6366,-0.8250,0.5226,4.0624
1123,True,Optimization terminated successfully.,2682,4048,19.8096,1,0,-16.6870,-16.9385,-17.1023,38.0934,38.2283,38.1323,22.0809,-51.1259
1124,True,Optimization terminated successfully.,2406,3604,9.7940,0,1,-1.1136,-1.2736,-1.5847,2.3446,2.5548,2.3542,2.3103,-0.4228
1125,True,Optimization terminated successfully.,2758,4136,26.7558,0,1,-1.5137,-1.6788,-1.8732,3.3582,3.4634,3.3509,2.8269,-1.7785
1126,True,Optimization terminated successfully.,2077,3142,19.9447,0,1,-1.1279,-1.2799,-1.4976,2.4844,2.6507,2.4050,2.4835,-0.4974
1127,True,Optimization terminated successfully.,2837,4276,42.5177,1,0,26.2873,26.1439,25.9189,-60.5003,-60.3602,-60.5711,-32.5230,88.7504
1128,True,Optimization terminated successfully.,2269,3452,61.2521,1,0,23.7182,23.5038,23.3301,-54.5871,-54.4604,-54.6034,-29.2537,80.3080
1129,True,Optimization terminated successfully.,2696,4038,25.9316,1,0,2.7151,2.5238,2.3551,-6.4352,-6.2832,-6.4207,-2.7215,12.0917
1130,True,Optimization terminated successfully.,2701,4035,14.1991,1,0,2.1353,1.9821,1.7407,-4.8860,-4.7114,-4.8741,-1.6302,9.8913
1131,True,Optimization terminated successfully.,2341,3531,14.7435,1,0,-3.5459,-3.6939,-3.9479,7.9133,7.9665,7.8794,5.2930,-8.2035
1132,True,Optimization terminated successfully.,2671,4018,27.9254,1,0,-4.9193,-5.0132,-5.2415,11.0137,11.0756,11.0504,7.0541,-12.6248
1133,True,Optimization terminated successfully.,2493,3778,10.2975,1,0,-10.1264,-10.2344,-10.3800,22.7210,22.8566,22.7113,13.5009,-29.2498
1134,True,Optimization terminated successfully.,2199,3309,17.2470,1,0,1.4114,1.3344,1.0016,-3.3690,-3.3805,-3.3750,-0.8130,7.8092
1135,True,Optimization terminated successfully.,3028,4522,8.5029,1,0,0.8535,0.6788,0.4339,-2.1030,-2.0160,-2.0613,-0.2901,5.9713
1136,True,Optimization terminated successfully.,2523,3775,32.9112,1,0,1.5459,1.2953,1.1788,-3.6054,-3.4831,-3.6856,-0.9728,8.1444
1137,True,Optimization terminated successfully.,2284,3411,23.6477,1,0,1.7205,1.5833,1.3458,-4.2219,-4.0946,-4.2530,-1.3248,8.9512
1138,True,Optimization terminated successfully.,2525,3775,12.8783,1,0,1.1770,0.9167,0.7367,-2.7141,-2.5917,-2.6741,-0.4186,6.7549
1139,True,Optimization terminated successfully.,2038,3032,14.7228,0,1,0.3074,0.2306,-0.0708,-0.8501,-0.7953,-0.8275,0.5229,4.2117
1140,True,Optimization terminated successfully.,2633,3969,19.3797,1,0,5.4170,5.2025,5.1010,-12.6771,-12.4982,-12.6329,-6.1385,20.8700
1141,True,Optimization terminated successfully.,2524,3797,18.5471,0,1,0.1213,-0.0566,-0.3188,-0.3517,-0.2661,-0.3818,0.7867,3.5232
1142,True,Optimization terminated successfully.,2794,4123,22.8478,0,1,-0.5192,-0.6012,-0.7761,0.8627,0.9580,0.7443,1.4949,1.8457
1143,True,Optimization terminated successfully.,2373,3564,32.4259,0,1,-1.0905,-1.3037,-1.4303,2.2831,2.2970,2.2773,2.2365,-0.2183
1144,True,Optimization terminated successfully.,2615,3927,13.1859,1,0,5.1254,4.9566,4.7391,-11.9672,-11.7785,-11.9561,-5.6204,19.8436
1145,True,Optimization terminated successfully.,2249,3399,19.6196,1,0,2.3084,2.1964,1.9416,-5.5590,-5.5079,-5.5623,-2.0828,10.8796
1146,True,Optimization terminated successfully.,2717,4076,11.2397,0,1,-0.0617,-0.2679,-0.3872,-0.0720,-0.0337,-0.1163,0.9810,3.1115
1147,True,Optimization terminated successfully.,2637,3921,13.8770,0,1,-0.4308,-0.5600,-0.7489,0.7347,0.8626,0.7719,1.5180,1.9284
1148,True,Optimization terminated successfully.,2421,3658,19.5027,1,0,1.2450,1.1033,0.8811,-3.1147,-2.9166,-3.0129,-0.6615,7.3299
1149,True,Optimization terminated successfully.,2476,3728,12.8807,1,0,0.8514,0.7250,0.4914,-2.2073,-2.0297,-2.1107,-0.2148,6.0440
1150,True,Optimization terminated successfully.,2130,3244,11.5008,1,0,-12.1687,-12.3384,-12.5672,27.7942,27.9166,27.8372,16.3972,-36.4261
1151,True,Optimization terminated successfully.,2246,3345,22.9767,0,1,-0.3277,-0.5263,-0.6404,0.5144,0.6347,0.5343,1.3142,2.2331
1152,True,Optimization terminated successfully.,2462,3723,14.2325,1,0,-7.1721,-7.5179,-7.5904,16.2999,16.4495,16.2663,9.9877,-20.1755
1153,True,Optimization terminated successfully.,2367,3545,7.9393,1,0,2.1787,2.0004,1.8359,-5.1334,-5.1411,-5.2143,-1.8268,10.3693
1154,True,Optimization terminated successfully.,2474,3725,20.2490,0,1,-1.0091,-1.2188,-1.3664,2.1388,2.2470,2.0569,2.2074,-0.0717
1155,True,Optimization terminated successfully.,2459,3690,16.6983,1,0,2.8471,2.5660,2.4130,-6.6565,-6.5213,-6.6357,-2.6330,12.3739
1156,True,Optimization terminated successfully.,2530,3827,10.0396,1,0,2.8129,2.6039,2.4063,-6.4712,-6.4288,-6.5197,-2.5286,12.2338
1157,True,Optimization terminated successfully.,2666,4001,20.6977,0,1,0.2200,0.0366,-0.0943,-0.7881,-0.6269,-0.7529,0.6152,4.0329
1158,True,Optimization terminated successfully.,2585,3867,18.5937,1,0,1.9718,1.7736,1.5445,-4.6468,-4.5044,-4.6526,-1.4961,9.5356
1159,True,Optimization terminated successfully.,2284,3427,6.0316,1,0,0.8724,0.7055,0.5364,-2.1455,-1.9379,-2.2138,-0.1111,6.0148
1160,True,Optimization terminated successfully.,2803,4178,24.9097,1,0,-4.2360,-4.5088,-4.6678,9.5548,9.6681,9.5535,6.2166,-10.5703
1161,True,Optimization terminated successfully.,2491,3750,16.2400,0,1,-0.1163,-0.1891,-0.5518,0.0256,0.1546,0.0492,1.0506,2.9032
1162,True,Optimization terminated successfully.,2606,3923,4.7397,1,0,-6.2809,-6.4578,-6.6475,14.1371,14.2027,14.1754,8.7166,-17.0964
1163,True,Optimization terminated successfully.,2634,3941,9.2058,1,0,-2.9738,-3.1231,-3.2785,6.6614,6.8040,6.6448,4.7396,-6.4215
1164,True,Optimization terminated successfully.,2815,4234,22.0222,1,0,1.3940,1.2249,1.0811,-3.4064,-3.3728,-3.4698,-0.7658,7.9043
1165,True,Optimization terminated successfully.,2336,3522,14.5155,1,0,2.9556,2.7720,2.6320,-7.0746,-6.8892,-7.0256,-2.9115,12.9351
1166,True,Optimization terminated successfully.,2556,3814,15.2266,1,0,-2.7481,-2.9731,-3.1767,6.2314,6.2852,6.1904,4.5108,-5.7543
1167,True,Optimization terminated successfully.,2302,3471,1.2133,1,0,-2.3309,-2.4303,-2.6733,5.0814,5.1890,4.9761,3.8194,-4.1731
1168,True,Optimization terminated successfully.,2160,3251,11.6448,1,0,1.5003,1.1840,1.1001,-3.4183,-3.3385,-3.4182,-0.8514,7.8571
1169,True,Optimization terminated successfully.,2373,3569,15.8957,1,0,2.9854,2.7649,2.5862,-7.0485,-6.9431,-7.0594,-2.9606,12.9316
1170,True,Optimization terminated successfully.,3138,4665,10.7873,0,1,0.3940,0.1718,0.0103,-1.2254,-1.1074,-1.1562,0.2870,4.6794
1171,True,Optimization terminated successfully.,2767,4137,10.7833,0,1,-1.4641,-1.7413,-1.8560,3.3341,3.4457,3.2748,2.8576,-1.6432
1172,True,Optimization terminated successfully.,2914,4343,0.9632,1,0,-8.3016,-8.4061,-8.6145,18.8187,18.9330,18.7859,11.4500,-23.6228
1173,True,Optimization terminated successfully.,2635,3945,6.3915,0,1,0.3011,0.0793,-0.0085,-0.8292,-0.7035,-0.9077,0.5621,4.1416
1174,True,Optimization terminated successfully.,2795,4209,9.0618,1,0,4.1692,4.0167,3.8491,-9.7482,-9.6022,-9.8027,-4.2820,16.8561
1175,True,Optimization terminated successfully.,2895,4327,13.9973,1,0,-4.6936,-4.9308,-5.1667,10.7087,10.7938,10.7715,6.8844,-12.3330
1176,True,Optimization terminated successfully.,2427,3667,20.6057,1,0,1.2397,1.0829,0.8579,-3.0671,-2.9723,-2.9987,-0.8109,7.3179
1177,True,Optimization terminated successfully.,2320,3443,11.7175,1,0,2.4581,2.2404,2.0631,-5.7853,-5.6486,-5.8113,-2.2502,11.1572
1178,True,Optimization terminated successfully.,2846,4271,14.2976,1,0,-3.0775,-3.1397,-3.3179,6.6304,6.6462,6.5788,4.4746,-6.4121
1179,True,Optimization terminated successfully.,2450,3700,15.6510,0,1,-1.1879,-1.2917,-1.4394,2.3749,2.5206,2.3902,2.1593,-0.3826
1180,True,Optimization terminated successfully.,2660,3974,14.2594,0,1,0.4594,0.3517,0.1330,-1.2344,-1.1526,-1.3381,0.3116,4.7762
1181,True,Optimization terminated successfully.,2468,3681,1.6268,0,1,0.3707,0.1274,-0.0102,-0.9677,-0.8723,-0.9464,0.4185,4.2578
1182,True,Optimization terminated successfully.,2723,4090,22.5220,0,1,-1.4400,-1.6175,-1.7645,3.0402,3.1383,3.0218,2.6069,-1.3322
1183,True,Optimization terminated successfully.,2695,4031,27.0363,0,1,0.0951,-0.0816,-0.2470,-0.3652,-0.3123,-0.4155,0.8448,3.5647
1184,True,Optimization terminated successfully.,2638,3959,15.9437,1,0,-6.8021,-6.8605,-7.0987,15.2903,15.3799,15.3155,9.3851,-18.6591
1185,True,Optimization terminated successfully.,4943,7496,65.0543,1,0,53.5546,53.4276,53.3047,-123.1826,-123.1187,-123.3448,-67.2434,177.6787
1186,True,Optimization terminated successfully.,2388,3542,15.0315,1,0,2.2708,2.0921,1.8866,-5.3846,-5.2672,-5.3310,-1.9380,10.5550
1187,True,Optimization terminated successfully.,5353,8043,35.3311,1,0,72.4759,72.3365,72.1985,-166.5098,-166.3983,-166.5796,-91.0545,239.0132
1188,True,Optimization terminated successfully.,2906,4335,16.6930,1,0,5.1638,4.9620,4.8127,-12.1667,-12.0452,-12.1975,-5.6433,20.1684
1189,True,Optimization terminated successfully.,2388,3579,29.9937,0,1,-1.3513,-1.4341,-1.6436,2.8029,2.9238,2.8039,2.5392,-1.0335
1190,True,Optimization terminated successfully.,2846,4232,13.6379,0,1,-0.5642,-0.7884,-1.0031,1.2033,1.2825,1.1736,1.7226,1.3358
1191,True,Optimization terminated successfully.,2339,3495,16.2263,1,0,2.1299,2.0017,1.7355,-5.1011,-4.9761,-5.1142,-1.7558,10.1960
1192,True,Optimization terminated successfully.,2448,3692,11.4508,1,0,0.7545,0.5099,0.3810,-1.8273,-1.7061,-1.9018,-0.0569,5.5987
1193,True,Optimization terminated successfully.,2601,3875,4.3559,0,1,-0.6695,-0.8483,-0.9848,1.3517,1.4699,1.2922,1.7936,1.0717
1194,True,Optimization terminated successfully.,2506,3792,34.2174,1,0,-2.6435,-2.7222,-2.9599,5.7275,5.8495,5.7814,4.2690,-5.1316
1195,True,Optimization terminated successfully.,2091,3161,9.9025,1,0,2.4355,2.2838,2.1259,-5.8469,-5.7571,-5.7968,-2.3215,11.2372
1196,True,Optimization terminated successfully.,2331,3570,17.6894,1,0,-19.4225,-19.5526,-19.7111,44.2334,44.3652,44.2786,25.4589,-59.7606
1197,True,Optimization terminated successfully.,2284,3434,17.6732,0,1,-0.5775,-0.7044,-0.9003,1.0450,1.1412,0.9535,1.5945,1.5245
1198,True,Optimization terminated successfully.,2261,3395,21.1419,0,1,-0.5802,-0.6011,-0.9053,0.9984,1.0331,0.9502,1.5386,1.6151
1199,True,Optimization terminated successfully.,2735,4092,14.7285,1,0,2.6496,2.4050,2.3075,-6.2269,-6.1781,-6.3000,-2.4110,11.8772
1200,True,Optimization terminated successfully.,2389,3579,27.9307,1,0,0.6539,0.5089,0.2984,-1.6899,-1.5899,-1.7055,0.1880,5.3674
1201,True,Optimization terminated successfully.,2072,3141,6.4376,1,0,1.2486,1.0962,0.8586,-3.1248,-2.9122,-3.1104,-0.7768,7.3191
1202,True,Optimization terminated successfully.,2398,3555,12.8841,0,1,0.2627,0.1001,-0.1729,-0.6543,-0.6714,-0.6094,0.6816,3.9520
1203,True,Optimization terminated successfully.,2399,3573,20.2329,1,0,0.6209,0.4186,0.2983,-1.7241,-1.6426,-1.6832,0.0411,5.3916
1204,True,Optimization terminated successfully.,2516,3754,26.0541,0,1,-1.2637,-1.3601,-1.4785,2.5718,2.7443,2.6000,2.3783,-0.6986
1205,True,Optimization terminated successfully.,2289,3453,18.3573,1,0,0.8796,0.6228,0.4694,-2.0823,-1.9091,-2.0295,-0.1611,5.8981
1206,True,Optimization terminated successfully.,2730,4116,10.5602,1,0,2.3325,2.1418,1.9251,-5.4756,-5.4093,-5.5486,-1.9932,10.8444
1207,True,Optimization terminated successfully.,3085,4556,15.4413,0,1,-0.1347,-0.2867,-0.5518,0.0429,0.1957,0.0857,1.0512,2.8565
1208,True,Optimization terminated successfully.,2638,3949,8.0558,1,0,2.1407,2.0135,1.7861,-5.1343,-5.0206,-5.1451,-1.8685,10.2428
1209,True,Optimization terminated successfully.,2746,4075,15.5213,1,0,3.2262,3.0557,2.8878,-7.5316,-7.3984,-7.5641,-3.1602,13.6902
1210,True,Optimization terminated successfully.,2712,4044,30.0734,0,1,-1.6382,-1.8327,-1.9687,3.5592,3.6938,3.5867,3.0206,-2.0844
1211,True,Optimization terminated successfully.,2871,4260,14.2544,1,0,0.9896,0.8824,0.6451,-2.5649,-2.4558,-2.5277,-0.4869,6.5957
1212,True,Optimization terminated successfully.,2366,3537,29.1082,1,0,1.1347,0.9139,0.7628,-2.7675,-2.6234,-2.7595,-0.5280,6.9428
1213,True,Optimization terminated successfully.,2258,3441,13.3383,1,0,1.3881,1.1800,1.0426,-3.4003,-3.3009,-3.3744,-0.8656,7.7696
1214,True,Optimization terminated successfully.,2277,3417,9.9060,1,0,-5.0757,-5.2471,-5.4416,11.4372,11.5515,11.5057,7.4258,-13.2246
1215,True,Optimization terminated successfully.,2650,3965,21.9905,0,1,-0.6817,-0.8305,-0.9657,1.3341,1.3868,1.2685,1.7145,1.1940
1216,True,Optimization terminated successfully.,2451,3720,34.6799,1,0,13.8723,13.8456,13.5985,-32.0995,-32.0325,-32.1247,-16.8287,48.5454
1217,True,Optimization terminated successfully.,1921,2898,13.6870,1,0,1.3264,1.1071,0.9585,-3.3129,-3.2003,-3.3284,-0.9365,7.6123
1218,True,Optimization terminated successfully.,2407,3625,24.6702,1,0,3.4355,3.2121,3.0786,-7.9171,-7.8977,-7.9759,-3.4029,14.2793
1219,True,Optimization terminated successfully.,2628,3913,11.8443,0,1,-0.0275,-0.1584,-0.4059,-0.0220,-0.0217,-0.0498,1.0355,3.1091
1220,True,Optimization terminated successfully.,2738,4056,25.7397,1,0,-3.1514,-3.3404,-3.5163,7.1144,7.1509,7.0416,5.0086,-7.0309
1221,True,Optimization terminated successfully.,2128,3203,11.6808,1,0,0.5775,0.5361,0.2607,-1.6142,-1.5602,-1.6787,0.0403,5.3397
1222,True,Optimization terminated successfully.,2225,3346,9.9487,1,0,1.8734,1.6717,1.5382,-4.4562,-4.3731,-4.4991,-1.5139,9.3242
1223,True,Optimization terminated successfully.,2503,3730,8.7365,1,0,3.4716,3.2003,3.1143,-8.1555,-7.9739,-8.1422,-3.5832,14.4583
1224,True,Optimization terminated successfully.,2678,4008,15.3265,1,0,4.1375,4.0052,3.8711,-9.7484,-9.6065,-9.7144,-4.2532,16.7788
1225,True,Optimization terminated successfully.,2875,4296,23.9387,0,1,0.3896,0.2925,0.0310,-1.3305,-1.2891,-1.3637,0.1187,4.8791
1226,True,Optimization terminated successfully.,2262,3388,20.6497,1,0,1.4696,1.3109,1.1764,-3.5808,-3.4414,-3.5704,-1.0072,8.0330
1227,True,Optimization terminated successfully.,2570,3810,25.7058,0,1,0.4618,0.3384,0.0505,-1.2574,-1.2143,-1.3121,0.1977,4.7371
1228,True,Optimization terminated successfully.,2693,4046,38.1812,1,0,1.1203,0.9137,0.7645,-2.7386,-2.6572,-2.7496,-0.5067,6.8915
1229,True,Optimization terminated successfully.,2434,3640,13.6642,0,1,0.1069,0.0335,-0.1714,-0.5649,-0.4134,-0.5295,0.7095,3.7649
1230,True,Optimization terminated successfully.,2651,3950,17.0304,1,0,1.5437,1.3824,1.1908,-3.7483,-3.6666,-3.7092,-1.0421,8.3355
1231,True,Optimization terminated successfully.,2109,3164,12.9973,1,0,0.6816,0.4388,0.2750,-1.7024,-1.5917,-1.7367,0.0043,5.3745
1232,True,Optimization terminated successfully.,2788,4175,35.2320,1,0,1.2154,1.0752,0.8365,-2.9189,-2.8803,-2.9619,-0.5429,7.1782
1233,True,Optimization terminated successfully.,2415,3620,17.7137,1,0,0.9047,0.6229,0.5259,-2.2990,-2.1787,-2.2775,-0.3898,6.1567
1234,True,Optimization terminated successfully.,2704,4020,16.0412,1,0,0.6354,0.5076,0.2301,-1.5501,-1.4875,-1.5619,0.1440,5.2316
1235,True,Optimization terminated successfully.,2600,3869,29.4867,1,0,1.3536,1.1328,1.0352,-3.3207,-3.1980,-3.2842,-0.8121,7.6990
1236,True,Optimization terminated successfully.,2859,4264,16.9010,1,0,-4.3386,-4.4386,-4.6889,9.7564,9.7702,9.8275,6.3684,-10.8117
1237,True,Optimization terminated successfully.,2728,4070,11.3388,1,0,1.2135,1.1527,0.9078,-3.1305,-3.0216,-3.1808,-0.8672,7.4277
1238,True,Optimization terminated successfully.,2708,4059,11.1179,1,0,1.9126,1.6369,1.4510,-4.2623,-4.2105,-4.2932,-1.3791,9.0952
1239,True,Optimization terminated successfully.,2206,3341,13.3180,1,0,7.3058,7.0550,6.9474,-16.9339,-16.8383,-16.9428,-8.4340,26.9483
1240,True,Optimization terminated successfully.,2596,3876,33.2477,1,0,1.0621,0.9148,0.6360,-2.5551,-2.4968,-2.5979,-0.4604,6.5944
1241,True,Optimization terminated successfully.,2241,3403,15.5053,1,0,4.8426,4.6162,4.4747,-11.1751,-11.1338,-11.2238,-5.2416,18.9208
1242,True,Optimization terminated successfully.,3189,4775,2.4818,1,0,-32.3866,-32.6573,-32.7995,74.2502,74.3171,74.1552,42.0271,-102.1956
1243,True,Optimization terminated successfully.,2085,3146,6.4347,0,1,-0.3724,-0.4494,-0.6368,0.4514,0.6144,0.3992,1.1436,2.3131
1244,True,Optimization terminated successfully.,2423,3648,10.9360,1,0,3.6435,3.4267,3.2775,-8.5142,-8.3805,-8.4812,-3.7162,14.9744
1245,True,Optimization terminated successfully.,2304,3467,17.8114,0,1,0.1669,-0.0424,-0.3278,-0.3975,-0.2730,-0.4589,0.7842,3.5601
1246,True,Optimization terminated successfully.,2386,3574,9.0392,0,1,0.5236,0.3629,0.0482,-1.3394,-1.2085,-1.2745,0.2469,4.8453
1247,True,Optimization terminated successfully.,2581,3888,25.1054,1,0,1.6605,1.4460,1.4052,-4.0442,-3.9096,-4.0995,-1.2551,8.7338
1248,True,Optimization terminated successfully.,2580,3849,13.0026,0,1,-1.3472,-1.5502,-1.7510,2.9146,2.9318,2.9280,2.5526,-1.1591
1249,True,Optimization terminated successfully.,2489,3739,14.3779,1,0,0.7828,0.5512,0.3575,-1.9850,-1.8069,-1.9423,-0.0229,5.7641
1250,True,Optimization terminated successfully.,2665,3978,17.5364,0,1,-0.2865,-0.3542,-0.6165,0.4746,0.4649,0.4660,1.1979,2.4206
1251,True,Optimization terminated successfully.,2676,3975,4.7533,0,1,-0.7138,-0.9902,-1.1412,1.5489,1.6544,1.5608,1.8985,0.7625
1252,True,Optimization terminated successfully.,2554,3821,9.5677,0,1,0.0169,-0.1972,-0.2701,-0.0983,-0.0140,-0.1169,1.0815,3.1535
1253,True,Optimization terminated successfully.,2909,4349,11.9445,1,0,7.1553,6.8660,6.7760,-16.5581,-16.3759,-16.4726,-8.0159,26.3263
1254,True,Optimization terminated successfully.,2442,3656,15.7820,1,0,1.0303,0.9393,0.6726,-2.6974,-2.4925,-2.6696,-0.5843,6.8284
1255,True,Optimization terminated successfully.,2207,3314,11.9199,1,0,0.8720,0.6997,0.4712,-2.2213,-2.0760,-2.2278,-0.2550,6.0922
1256,True,Optimization terminated successfully.,2395,3617,10.0466,1,0,1.6183,1.5149,1.2582,-3.8482,-3.7945,-3.8686,-1.1360,8.4724
1257,True,Optimization terminated successfully.,2527,3777,14.0527,1,0,-3.6431,-3.7783,-4.0177,8.1365,8.2122,8.1082,5.5455,-8.5049
1258,True,Optimization terminated successfully.,2494,3736,32.2101,1,0,3.0152,2.8674,2.7038,-7.1818,-7.0895,-7.2812,-3.0104,13.2046
1259,True,Optimization terminated successfully.,2557,3843,16.1554,1,0,8.9439,8.7422,8.4861,-20.6099,-20.5125,-20.6427,-10.4379,32.1469
1260,True,Optimization terminated successfully.,2538,3811,16.5348,1,0,3.3545,3.2409,3.0523,-7.8617,-7.7461,-7.8875,-3.3209,14.1764
1261,True,Optimization terminated successfully.,2793,4159,22.3573,0,1,-0.6419,-0.8189,-0.9670,1.1672,1.2407,1.1483,1.7206,1.3058
1262,True,Optimization terminated successfully.,2329,3496,24.5609,1,0,3.3651,3.1736,3.0297,-7.8295,-7.6964,-7.8933,-3.2209,14.1090
1263,True,Optimization terminated successfully.,2038,3072,18.2847,1,0,0.6183,0.4611,0.2727,-1.5888,-1.4832,-1.5569,0.0878,5.2156
1264,True,Optimization terminated successfully.,2498,3786,20.5310,1,0,1.0421,0.8741,0.6479,-2.6389,-2.5890,-2.6738,-0.4247,6.7309
1265,True,Optimization terminated successfully.,2316,3469,12.8047,1,0,2.0482,1.8234,1.6614,-4.7708,-4.5885,-4.7294,-1.5674,9.7154
1266,True,Optimization terminated successfully.,2584,3858,14.8121,1,0,1.3360,1.0506,0.8952,-3.1734,-3.0385,-3.1759,-0.6759,7.3760
1267,True,Optimization terminated successfully.,2399,3561,7.2990,0,1,-1.3538,-1.5171,-1.6455,2.8167,2.9428,2.8314,2.6309,-1.0565
1268,True,Optimization terminated successfully.,2805,4163,15.9994,1,0,0.8751,0.5238,0.4586,-2.0271,-1.8896,-1.9292,-0.0659,5.8702
1269,True,Optimization terminated successfully.,2686,4002,5.1499,0,1,-0.8064,-1.1081,-1.2251,1.8825,1.8999,1.8879,2.1213,0.3567
1270,True,Optimization terminated successfully.,2514,3729,9.1540,1,0,1.5865,1.3433,1.1893,-3.8389,-3.6627,-3.8541,-1.1886,8.3901
1271,True,Optimization terminated successfully.,2724,4095,19.4547,1,0,2.1997,2.0364,1.8161,-5.2303,-5.0908,-5.2129,-1.9175,10.3511
1272,True,Optimization terminated successfully.,2338,3468,16.2251,0,1,-0.2249,-0.3154,-0.5840,0.2927,0.3732,0.2475,1.1504,2.5903
1273,True,Optimization terminated successfully.,2453,3707,8.6007,0,1,-0.5452,-0.7128,-0.9177,0.9875,1.1534,1.0382,1.5099,1.5710
1274,True,Optimization terminated successfully.,2273,3446,27.9886,1,0,2.3196,2.1945,2.0081,-5.5309,-5.4611,-5.5990,-2.1200,10.8559
1275,True,Optimization terminated successfully.,2132,3192,22.1793,1,0,1.1630,1.0699,0.8537,-2.9393,-2.7510,-2.9136,-0.5883,7.0981
1276,True,Optimization terminated successfully.,2791,4172,9.0488,1,0,3.1191,3.0028,2.7409,-7.4174,-7.3874,-7.5135,-3.2073,13.5743
1277,True,Optimization terminated successfully.,2659,3980,14.6187,1,0,5.0004,4.7847,4.5812,-11.6115,-11.4218,-11.6976,-5.3994,19.4429
1278,True,Optimization terminated successfully.,2444,3685,6.5803,0,1,0.1275,-0.1475,-0.3362,-0.2428,-0.0799,-0.2708,0.9815,3.3199
1279,True,Optimization terminated successfully.,2864,4298,15.0788,1,0,0.9898,0.8136,0.7126,-2.5584,-2.4835,-2.5967,-0.4016,6.6838
1280,True,Optimization terminated successfully.,2404,3592,1.8702,1,0,0.6079,0.4755,0.3277,-1.6123,-1.5558,-1.6947,0.1402,5.3444
1281,True,Optimization terminated successfully.,2614,3905,15.8644,0,1,-0.6119,-0.7587,-0.9256,1.2407,1.4520,1.3088,1.7745,1.1911
1282,True,Optimization terminated successfully.,2351,3508,15.6872,0,1,-0.1961,-0.3778,-0.5551,0.2388,0.3724,0.2484,1.0360,2.6076
1283,True,Optimization terminated successfully.,2735,4071,10.7257,1,0,2.1636,1.9151,1.7420,-4.8662,-4.7836,-4.8962,-1.6999,9.9206
1284,True,Optimization terminated successfully.,2657,3965,13.7413,1,0,1.7399,1.6310,1.4024,-4.2948,-4.2163,-4.3110,-1.4133,9.0828
1285,True,Optimization terminated successfully.,2478,3684,15.8984,1,0,1.2606,1.1776,0.9175,-3.1361,-3.0570,-3.1453,-0.8079,7.4851
1286,True,Optimization terminated successfully.,2897,4362,30.0296,1,0,2.9427,2.8191,2.5702,-7.0837,-6.9395,-7.1361,-2.8950,13.0302
1287,True,Optimization terminated successfully.,2304,3428,7.3765,0,1,-1.2336,-1.4193,-1.5880,2.5664,2.6545,2.5277,2.3324,-0.6753
1288,True,Optimization terminated successfully.,2468,3685,10.8696,0,1,0.1099,-0.0168,-0.3716,-0.3168,-0.2141,-0.3297,0.8333,3.4105
1289,True,Optimization terminated successfully.,2554,3822,26.2145,1,0,0.9458,0.8506,0.7615,-2.6155,-2.5547,-2.6861,-0.5597,6.7622
